"accommodates" "bathrooms" "cleaning_fee" "distance_to_dam" "bedrooms" "prices"
1.6 2.125 1.51282051282051 3.75205973223481 1.9 70
1.6 2.125 1.76923076923077 3.43305870236869 1.9 100
2.2 2.125 2.02564102564103 3.17430484037075 2.8 95
1.6 2.125 1 1.97322348094748 1.9 150
1.6 2.125 2 1.663491246138 1.9 125
1.6 2.125 1 2.43589083419156 1.9 54
1.6 2.125 1.76923076923077 2.22270854788877 1.9 149
1.6 2.125 1.76923076923077 2.52394438722966 1.9 49
2.8 2.125 2.02564102564103 3.1418640576725 2.8 100
1.6 2.125 1.30769230769231 7.89984552008239 1.9 36
1.6 2.125 1.64102564102564 3.84938208032956 1.9 108
2.8 2.125 2.79487179487179 4.03398558187436 3.7 129
2.8 2.125 1.25641025641026 3.43383110195675 2.8 120
1.6 2.125 1.64102564102564 2.91014418125644 1.9 120
1.6 2.125 2.02564102564103 1.79402677651905 1.9 90
1.6 2.125 1.76923076923077 3.9667868177137 1.9 89
1.6 2.125 1 1.96549948506694 1.9 111
2.2 2.125 1.64102564102564 3.45314109165808 1.9 90
2.2 2.6875 2.15384615384615 2.43357363542739 1.9 150
2.8 2.125 1.64102564102564 3.22142121524202 2.8 111
2.8 2.125 1.64102564102564 3.06307929969104 3.7 150
1.6 2.125 1 1.97090628218332 1.9 125
1.6 2.125 1.51282051282051 3.53115345005149 1 90
2.2 2.125 1.51282051282051 3.37049433573635 1.9 100
1.6 2.125 2.02564102564103 3.95751802265705 1.9 89
2.8 2.125 1.64102564102564 2.43280123583934 2.8 220
2.2 2.125 1.8974358974359 1.72605561277034 1.9 95
2.8 2.125 1.51282051282051 1.85350154479918 2.8 140
2.8 2.6875 1.64102564102564 4.70751802265706 3.7 100
2.8 2.125 2.15384615384615 2.43975283213182 2.8 190
1.6 2.125 1.25641025641026 1.68743563336766 1.9 150
1.6 2.125 1 2.17018537590113 1.9 125
1.6 2.125 1.76923076923077 3.48789907312049 1.9 99
2.8 2.125 2.28205128205128 3.5326982492276 2.8 159
2.8 2.125 2.02564102564103 3.42765190525232 3.7 115
2.8 2.125 1 4.03398558187436 4.6 132
2.8 2.6875 1 3.03681771369722 2.8 195
2.8 2.125 1.76923076923077 1.49742533470649 1.9 130
2.8 2.6875 1.76923076923077 2.28295571575695 2.8 276
1.6 2.125 1.38461538461538 5.38491246138002 1.9 55
2.2 2.125 1.64102564102564 3.07234809474768 1.9 80
2.2 2.125 2.02564102564103 5.86766220391349 2.8 95
1.6 2.125 2.28205128205128 1.34062821833162 1.9 100
1.6 2.125 1.56410256410256 3.56282183316169 1.9 105
2.8 2.125 2.53846153846154 3.33187435633368 2.8 220
1.6 2.125 1 2.72554067971164 1.9 95
1.6 2.125 2.02564102564103 2.61817713697219 1.9 149
1.6 2.125 2.02564102564103 2.75334706488157 1.9 115
2.8 2.125 1 1.16683831101957 1.9 195
1.6 2.125 1.64102564102564 1.90756951596292 1.9 60
1.6 2.125 1 3.04145211122554 1.9 60
2.8 2.125 2.02564102564103 3.16503604531411 1.9 70
1.6 2.6875 1 5.64521112255407 1.9 50
2.2 2.125 1.76923076923077 2.41426364572606 1.9 105
1.6 2.125 2.71794871794872 1.96240988671473 1 99
1.6 2.125 1.25641025641026 4.29119464469619 1.9 75
1.6 2.6875 2.28205128205128 3.80072090628218 1.9 110
1.6 2.6875 2.28205128205128 2.39727085478888 1.9 86
1.6 2.125 1.64102564102564 1.94387229660144 1.9 100
2.2 2.125 1.8974358974359 4.46343975283213 1.9 160
1.6 2.125 1.8974358974359 2.85375901132853 1.9 140
1.6 2.125 1 3.03990731204943 1.9 185
3.4 2.6875 2.02564102564103 3.22373841400618 3.7 99
2.2 2.125 1 6.10556127703399 1.9 36
2.8 3.25 1 3.09552008238929 2.8 300
2.8 2.125 1.25641025641026 1.92070030895984 2.8 160
2.8 2.125 2.28205128205128 3.7072605561277 2.8 175
1.6 2.125 1.12820512820513 3.4346035015448 1 76
2.8 2.6875 1 1.57621009268795 1.9 80
2.8 2.125 1.8974358974359 3.92816683831102 2.8 165
1.6 2.125 1.25641025641026 1.23635427394439 1.9 158
2.8 3.25 2.28205128205128 3.61071060762101 2.8 150
2.2 2.125 1.8974358974359 1.06797116374871 2.8 150
1.6 2.125 2.15384615384615 2.66992790937178 1.9 120
4 2.125 2.28205128205128 6.2283728115345 3.7 164
2.8 1.5625 1 6.80303810504634 3.7 90
2.8 2.125 1.64102564102564 3.24845520082389 1.9 95
1.6 2.125 1.51282051282051 4.02703398558188 1.9 95
1.6 2.125 1.8974358974359 3.08934088568486 1.9 74
2.2 2.125 2.79487179487179 3.75592173017508 2.8 105
1.6 2.125 1.51282051282051 3.12255406797116 1.9 80
1.6 2.125 1.8974358974359 2.71858908341916 1.9 136
1.6 2.125 2.41025641025641 1.67044284243048 1.9 143
1.6 2.125 1.51282051282051 2.84217301750772 1.9 102
1.6 2.125 1.64102564102564 2.60041194644696 1.9 100
1.6 2.125 1.8974358974359 2.91168898043254 2.8 90
1.6 2.125 1.8974358974359 3.88568486096807 1.9 150
2.2 2.125 1 3.60221421215242 2.8 100
2.8 2.125 1 1.56153450051493 2.8 157
3.4 2.125 2.28205128205128 3.25926879505664 2.8 120
1.6 2.125 2.02564102564103 3.20288362512873 1.9 84
4 2.125 2.66666666666667 6.35581874356334 4.6 150
1.6 2.125 1 1.71910401647786 1.9 100
1.6 2.125 1 3.08007209062822 1.9 85
3.4 2.125 2.28205128205128 3.29557157569516 3.7 191
2.8 3.25 2.02564102564103 1.59011328527291 3.7 165
1.6 2.125 1.8974358974359 2.51235839340886 1.9 149
1.6 2.125 1.38461538461538 2.47528321318229 1.9 111
4 2.125 1 3.47863027806385 4.6 296
1.6 2.125 1.51282051282051 1.9562306900103 1.9 89
2.8 2.125 2.28205128205128 3.06076210092688 1.9 130
1.6 2.125 1.64102564102564 3.12796086508754 1.9 77
1.6 2.125 1 7.1313079299691 1.9 65
1.6 2.125 1 2.33084449021627 1.9 150
1.6 2.125 1 2.86611740473738 1.9 100
1.6 2.125 1.64102564102564 2.87384140061792 2.8 136
1.6 2.125 2.02564102564103 3.20211122554068 1.9 111
10 7.75 3.56410256410256 3.28707518022657 10 60
2.8 2.125 1.76923076923077 1.3807929969104 1.9 99
1.6 1 1 2.82518022657055 1.9 75
4 2.125 3.56410256410256 9.19438722966015 3.7 175
1.6 2.125 1.51282051282051 1.91143151390319 1.9 120
4 2.125 3.56410256410256 2.79119464469619 3.7 210
4 3.8125 3.56410256410256 2.32389289392379 3.7 296
1.6 2.125 1.64102564102564 2.67378990731205 1.9 120
2.8 2.125 2.66666666666667 3.91117404737384 3.7 195
1 2.125 1 2.68537590113285 1.9 68
1.6 2.125 1.8974358974359 2.72708547888774 1.9 200
1.6 2.125 2.02564102564103 2.80973223480948 1.9 120
2.8 3.25 2.28205128205128 3.8903192584964 2.8 150
2.8 2.6875 1 3.38362512873326 1 136
2.8 4.9375 1 2.73712667353244 2.8 500
1.6 2.6875 1.8974358974359 3.5875386199794 1.9 90
1.6 2.125 1.51282051282051 3.40911431513903 1.9 75
1.6 2.125 1 1.84268795056643 1.9 80
2.2 2.6875 1.76923076923077 3.51261585993821 1.9 105
1.6 2.125 1.64102564102564 4.14675592173018 1.9 64
2.2 2.125 1 4.65808444902163 1.9 251
1.6 2.125 1.51282051282051 1.96318228630278 1.9 100
2.8 3.25 1.8974358974359 1.84191555097837 2.8 451
2.8 2.6875 1 1.91606591143151 1.9 160
1.6 2.125 1 2.53012358393409 1.9 69
4 3.25 2.28205128205128 1.68202883625129 5.5 276
1 2.125 1 1.86585993820803 1.9 113
1.6 2.125 1.8974358974359 4.04248197734295 1.9 115
1.6 2.125 1.64102564102564 2.49382080329557 1.9 79
2.8 2.125 1 3.8918640576725 2.8 100
3.4 2.125 1 4.74536560247168 3.7 200
2.8 2.125 2.28205128205128 3.66091658084449 2.8 200
1 2.125 1 3.83238928939238 1.9 35
1.6 2.125 1.8974358974359 3.03372811534501 1.9 85
1.6 2.125 1 4.87590113285273 1.9 70
2.8 2.6875 1.8974358974359 3.36817713697219 2.8 119
1.6 2.125 1.56410256410256 2.85684860968074 1.9 69
1 2.125 1.51282051282051 2.42662203913491 1.9 59
2.8 2.125 1.8974358974359 6.18898043254377 2.8 175
1.6 2.125 1.25641025641026 8.78810504634398 1.9 75
1.6 2.125 2.02564102564103 3.13645726055613 1.9 99
2.8 2.125 2.15384615384615 2.22579814624099 1.9 95
2.8 2.125 2.02564102564103 3.8802780638517 2.8 125
1.6 2.125 1.8974358974359 1.54763130792997 1.9 150
1.6 2.125 1.51282051282051 1.40319258496395 1.9 111
1.6 2.125 2.02564102564103 1.82183316168898 1.9 181
2.8 2.125 2.28205128205128 2.30921730175077 1.9 149
1.6 2.125 1 2.89546858908342 1.9 111
2.2 2.125 1 1.9994850669413 2.8 110
1.6 2.125 1.38461538461538 1.9562306900103 1.9 125
2.8 2.125 2.41025641025641 2.67996910401648 3.7 226
1.6 2.125 1.8974358974359 2.32080329557158 1.9 145
1.6 2.125 1.76923076923077 2.61277033985582 1.9 105
2.8 2.125 2.02564102564103 1.65731204943357 2.8 280
1.6 2.125 1 3.2167868177137 1.9 50
3.4 2.125 2.15384615384615 2.19953656024717 3.7 149
1.6 2.125 1 4.22399588053553 1.9 80
1.6 2.125 1 3.7288877445932 1.9 100
2.2 2.6875 1 1.34526261585994 1.9 165
1.6 2.125 1.64102564102564 2.78964984552008 1.9 98
1.6 2.125 1.64102564102564 2.31462409886715 1.9 97
1.6 2.125 1.25641025641026 2.76956745623069 1.9 75
1.6 2.125 1.64102564102564 2.71318228630278 1.9 89
2.8 2.125 1.51282051282051 2.95030895983522 2.8 140
1.6 2.125 1 1.79788877445932 1 120
1.6 2.125 1.51282051282051 3.63774459320288 1.9 38
2.8 2.125 2.28205128205128 3.5226570545829 3.7 175
1.6 2.125 1 2.67687950566426 1.9 46
1.6 2.125 1 2.10839340885685 1.9 111
1.6 2.125 1.8974358974359 2.89546858908342 1.9 75
1.6 2.125 1 4.35607621009269 1.9 50
2.2 2.125 1.76923076923077 2.83985581874356 2.8 111
1.6 2.6875 1 2.68537590113285 1.9 100
2.2 2.125 1 1.62409886714727 2.8 251
2.8 2.125 1 4.15679711637487 3.7 100
2.8 2.125 1 3.02986611740474 2.8 200
2.2 2.125 1 2.92173017507724 1 100
1.6 2.125 1.76923076923077 2.98661174047374 1.9 146
2.8 2.125 1 3.41606591143151 2.8 100
2.8 2.125 1.8974358974359 3.46936148300721 1.9 89
2.8 2.125 1.76923076923077 2.55252317198764 2.8 125
1.6 2.125 1 2.91014418125644 1.9 85
2.2 2.125 2.15384615384615 3.30947476828012 2.8 120
2.8 4.375 2.28205128205128 6.34268795056643 4.6 200
1 2.125 1.25641025641026 3.35581874356334 1.9 50
2.8 2.125 1 2.43743563336766 1 150
2.2 2.125 1.64102564102564 1.99639546858908 1.9 219
2.2 2.125 1.76923076923077 3.62461380020597 1.9 111
2.8 2.125 1.8974358974359 1.95468589083419 2.8 140
2.2 2.125 2.15384615384615 3.03604531410917 1.9 84
2.8 2.125 2.28205128205128 1.80947476828012 2.8 191
1.6 2.125 1.38461538461538 1.85041194644696 1.9 80
1.6 2.125 2 3.7057157569516 1.9 89
1.6 2.125 1.76923076923077 2.91323377960865 1.9 125
2.8 2.6875 1 3.99922760041195 3.7 95
1.6 2.125 2.02564102564103 2.07209062821833 1.9 110
1.6 2.125 2.28205128205128 3.30870236869207 1.9 120
2.8 2.125 1 3.26390319258496 1.9 120
1.6 2.125 1 2.72940267765191 1.9 100
1 2.125 1.12820512820513 3.47554067971164 1.9 44
2.8 3.25 2.28205128205128 1.59088568486097 2.8 251
1.6 2.125 2.28205128205128 1.56307929969104 1 120
4 3.25 1 6.87873326467559 3.7 251
1.6 2.125 1.8974358974359 2.79582904222451 1.9 120
1.6 2.125 1.64102564102564 3.94438722966014 1.9 100
1 2.125 1.51282051282051 3.77986611740474 2.8 115
4 2.6875 2.28205128205128 3.89804325437693 2.8 300
2.8 3.25 3.56410256410256 1.67971163748713 3.7 226
1.6 2.6875 1.38461538461538 2.50695159629248 1.9 120
1.6 2.125 1 1.6851184346035 1 160
1.6 2.125 1.76923076923077 2.45983522142122 1 80
1.6 2.125 1 1.42559217301751 1.9 155
2.8 2.125 1.8974358974359 4.13439752832132 1 139
1.6 2.125 1.8974358974359 2.43202883625129 1.9 99
1.6 2.6875 1 1.57466529351184 1.9 175
1.6 2.125 1 4.00926879505664 1.9 95
1.6 2.125 1.8974358974359 2.49227600411946 1.9 89
1.6 2.125 1.38461538461538 7.08341915550978 1.9 20
1.6 2.125 1.64102564102564 2.83058702368692 1.9 110
2.2 2.125 2.28205128205128 4.64572605561277 1.9 95
1.6 2.125 1 3.42070030895984 1.9 130
2.8 2.125 1.76923076923077 2.49459320288363 1.9 125
2.2 2.125 2.28205128205128 2.75102986611741 2.8 90
1.6 2.125 2.02564102564103 4.58779608650875 1.9 300
1.6 2.125 1.64102564102564 2.89546858908342 1.9 95
1.6 2.6875 1 4.3359938208033 1.9 75
2.8 2.6875 1.76923076923077 2.78192584963955 1.9 100
2.8 2.125 1.76923076923077 2.21421215242019 1.9 150
2.8 3.25 4.84615384615385 1.6967044284243 2.8 300
2.8 2.125 2.02564102564103 2.42430484037075 1 210
2.8 2.125 2.15384615384615 1.58007209062822 2.8 136
2.8 2.6875 3.05128205128205 2.87770339855819 2.8 160
1.6 2.125 1.76923076923077 1.74613800205973 1.9 136
1.6 2.125 1.17948717948718 2.6197219361483 1.9 65
1.6 2.125 1.64102564102564 2.81204943357364 1.9 75
2.8 2.6875 1.64102564102564 2.85453141091658 2.8 200
2.8 2.125 2.28205128205128 2.94953656024717 1.9 139
2.8 2.125 1.51282051282051 8.17327497425335 2.8 120
1.6 2.125 1.64102564102564 2.35092687950566 1.9 69
2.8 2.125 2.28205128205128 1.61946446961895 1.9 195
1.6 2.125 1 2.08290422245108 1.9 99
1.6 2.125 1 1.35066941297631 1.9 150
1.6 2.125 1.8974358974359 2.88388259526262 1.9 90
1.6 2.125 1.64102564102564 2.05973223480947 1 121
2.8 2.125 2.28205128205128 3.06385169927909 2.8 165
2.8 2.125 2.41025641025641 1.57157569515963 1.9 150
2.8 2.125 1.76923076923077 3.30638516992791 2.8 140
1.6 2.125 1 2.92636457260556 1.9 70
2.8 2.125 1 3.65628218331617 1.9 99
5.2 3.8125 3.56410256410256 2.48532440782698 4.6 401
1.6 2.6875 1.38461538461538 1.71524201853759 1.9 99
1.6 2.6875 1.76923076923077 2.11225540679712 1.9 111
1.6 2.125 2.28205128205128 2.15319258496395 1.9 90
1.6 2.125 1.38461538461538 1.23789907312049 1.9 99
1.6 2.125 1.38461538461538 4.80252317198764 1.9 75
1.6 2.125 1 5.70700308959835 1.9 105
2.8 3.25 1 1.33444902162719 1.9 150
1.6 2.125 1.8974358974359 1.55690010298661 1 125
5.2 2.125 1 3.04994850669413 1 276
2.8 2.125 2.02564102564103 2.9456745623069 2.8 200
2.8 2.125 2.41025641025641 3.54119464469619 3.7 155
2.2 2.125 2.02564102564103 2.82209062821833 1.9 120
2.2 2.125 1.64102564102564 2.21189495365602 2.8 100
3.4 2.125 2.28205128205128 2.71009268795057 3.7 200
1.6 2.125 2.28205128205128 4.48661174047374 1.9 95
2.8 2.125 1.25641025641026 3.08547888774459 2.8 140
2.2 2.125 2.28205128205128 4.91915550978373 2.8 95
2.8 2.125 2.28205128205128 2.52239958805355 2.8 181
1.6 2.125 1.8974358974359 2.59114315139032 1.9 79
1.6 2.125 2.02564102564103 2.03347064881565 1.9 100
2.2 2.125 1.35897435897436 2.8359938208033 1.9 99
2.8 2.125 1.8974358974359 3.04763130792997 2.8 129
1.6 2.125 1.64102564102564 2.17868177136972 1.9 65
1.6 2.125 1.51282051282051 3.45468589083419 1.9 60
1.6 2.125 1.25641025641026 3.08934088568486 1.9 45
1.6 2.125 1 2.22270854788877 1.9 111
2.8 2.125 1.8974358974359 3.69490216271885 1.9 90
1.6 2.125 1.64102564102564 2.50463439752832 1.9 110
1.6 1 1.76923076923077 2.75102986611741 1.9 120
2.8 2.125 2.28205128205128 4.1846035015448 2.8 81
1.6 2.125 2.02564102564103 2.68151390319258 1.9 111
1.6 2.125 1.64102564102564 2.05741503604531 1.9 88
1.6 2.125 1 2.91323377960865 1.9 100
2.2 2.125 2.28205128205128 2.44207003089598 2.8 165
3.4 3.25 1 2.4019052523172 3.7 251
2.8 2.125 1.64102564102564 3.34500514933059 2.8 79
1.6 2.125 1.64102564102564 6.87409886714727 1.9 80
1.6 2.125 1 1.87821833161689 1.9 120
2.8 2.125 1.76923076923077 1.59320288362513 2.8 120
2.8 2.6875 1.76923076923077 3.08161688980433 2.8 100
1.6 2.125 1.8974358974359 2.64598352214212 2.8 140
2.2 2.125 1.51282051282051 2.89392378990731 2.8 111
2.8 2.125 1.8974358974359 2.01184346035015 2.8 115
2.8 2.125 1.51282051282051 1.22631307929969 1.9 150
1.6 2.125 2.92307692307692 2.78964984552008 2.8 150
2.8 2.6875 2.02564102564103 2.78115345005149 3.7 270
2.8 3.8125 1.8974358974359 2.09371781668383 3.7 120
2.8 2.125 1.76923076923077 3.03372811534501 2.8 125
2.8 2.125 1.25641025641026 2.73712667353244 1.9 95
2.8 2.125 1.76923076923077 2.37796086508754 1.9 89
2.2 2.125 1.8974358974359 5.04119464469619 1.9 80
1.6 2.125 1.51282051282051 3.48867147270855 1 76
1.6 2.125 1 5.74716786817714 1 65
1.6 2.125 1.51282051282051 3.16580844490216 1.9 99
1.6 2.125 1.51282051282051 3.53656024716787 1.9 120
1.6 3.25 1.35897435897436 2.44284243048404 1.9 67
1.6 2.125 1 2.78578784757981 1.9 69
2.8 3.25 1 3.05149330587024 2.8 140
4 2.6875 2.53846153846154 2.63362512873326 2.8 200
1.6 2.125 1.25641025641026 5.3686920700309 1.9 74
2.2 2.125 1.25641025641026 2.49459320288363 1.9 95
2.8 2.125 2.02564102564103 1.79402677651905 1.9 150
1.6 2.125 1.12820512820513 3.46163748712667 1.9 70
2.8 2.125 1 2.80973223480948 2.8 181
1.6 2.125 1.51282051282051 2.44052523171988 1.9 74
1.6 2.125 1.76923076923077 2.73249227600412 1.9 85
2.8 2.125 1 3.24691040164779 2.8 200
2.8 2.125 2.28205128205128 3.38980432543769 2.8 110
1.6 2.125 1.8974358974359 2.15782698249228 1.9 125
2.2 2.125 2.28205128205128 2.38491246138002 1.9 84
2.8 2.125 1 2.64984552008239 2.8 200
1.6 2.125 2.02564102564103 3.33187435633368 1.9 90
1.6 2.125 2.28205128205128 1.48352214212152 1.9 149
2.8 2.125 2.25641025641026 2.86843460350154 3.7 169
1.6 2.125 2.28205128205128 1.30123583934089 1.9 120
1.6 2.125 3.02564102564103 3.24613800205973 1.9 100
1.6 2.125 1.8974358974359 2.98738414006179 1.9 100
3.4 3.8125 2.28205128205128 4.19773429454171 3.7 125
2.2 2.125 1 2.34783728115345 1.9 98
2.2 2.125 1.8974358974359 2.88388259526262 1.9 105
1.6 2.125 1.8974358974359 1.91143151390319 1.9 105
1.6 2.125 1 1.98635427394439 1.9 90
2.8 2.125 2.66666666666667 4.59629248197734 2.8 139
2.2 2.125 2.79487179487179 2.673017507724 1.9 195
2.8 2.6875 1.38461538461538 9.41915550978373 1.9 60
2.8 2.125 2.53846153846154 3.98300720906282 3.7 241
1.6 2.125 2.02564102564103 2.89160659114315 1.9 99
1.6 2.125 1 2.29763130792997 1.9 95
1.6 2.125 1 2.59500514933059 1.9 99
1.6 2.125 1 2.93331616889804 1.9 100
1.6 2.125 1 2.456745623069 1 80
2.8 2.125 1.38461538461538 2.21575695159629 2.8 150
4 3.25 3.56410256410256 1.69902162718847 3.7 376
2.8 2.125 1 1.38851699279094 1.9 350
1.6 2.125 1.64102564102564 2.98274974253347 1.9 80
1.6 2.125 1.76923076923077 3.26699279093718 1.9 125
1.6 2.125 1 5.82054582904223 1.9 78
2.8 2.6875 1.64102564102564 3.44232749742534 2.8 100
1 2.125 1 3.95056642636457 1.9 45
2.2 2.125 2.02564102564103 3.43537590113285 2.8 90
1.6 2.125 1.76923076923077 2.13851699279094 1.9 111
5.2 3.25 3.05128205128205 1.76930998970134 4.6 399
1.6 2.125 1.76923076923077 1.8048403707518 1 95
1.6 2.125 1 2.23738414006179 1.9 99
4 2.6875 1.64102564102564 3.92507723995881 3.7 220
2.8 2.125 2.79487179487179 2.22657054582904 2.8 200
1.6 2.125 1 2.21343975283213 1.9 129
1.6 2.125 1 3.28707518022657 1.9 89
2.2 2.125 2.53846153846154 3.62538619979403 1.9 80
1.6 2.125 1 1.70983522142122 1.9 130
1.6 2.6875 1 2.69078269824923 2.8 120
2.8 2.125 2.28205128205128 2.7610710607621 2.8 150
1.6 2.125 1.8974358974359 2.31616889804325 1.9 126
1.6 2.125 1.38461538461538 3.91735324407827 1.9 65
1.6 2.125 2 2.54170957775489 1.9 110
4 3.25 2.79487179487179 4.55458290422245 4.6 270
2.8 2.125 1.76923076923077 1.36225540679712 1 159
2.8 2.125 2.28205128205128 1.9778578784758 2.8 120
2.8 2.125 1.64102564102564 2.32852729145211 2.8 136
1.6 2.125 1 2.89315139031926 1.9 165
2.2 2.125 1.56410256410256 3.42070030895984 1.9 65
1 2.125 1.25641025641026 1.25875386199794 1.9 69
1.6 2.125 1.38461538461538 3.17198764160659 1.9 150
3.4 2.125 2.28205128205128 1.55612770339856 2.8 150
1.6 2.125 1 2.64521112255407 1.9 85
2.8 2.125 2.53846153846154 3.37590113285273 2.8 130
2.2 2.125 1 2.96884654994851 1.9 80
1.6 2.125 1.64102564102564 3.55046343975283 1.9 90
1 2.125 1 3.1403192584964 1.9 41
2.8 2.125 2.28205128205128 2.21807415036045 2.8 190
1.6 2.125 1.76923076923077 1.74768280123584 1.9 139
2.8 2.125 2.92307692307692 2.63748712667353 3.7 175
2.8 2.125 1.8974358974359 4.09114315139032 2.8 150
1 2.125 2.02564102564103 2.44979402677652 1.9 25
2.8 2.125 1.8974358974359 2.03733264675592 1.9 90
6.4 1 1 1.19232749742533 1.9 140
1.6 2.125 1.76923076923077 3.13105046343975 1.9 150
1.6 2.125 1 3.30947476828012 1.9 115
1.6 2.125 1 1.7600411946447 1.9 165
1.6 2.125 1 3.04145211122554 1.9 97
2.8 2.125 1 1.98249227600412 3.7 331
2.8 2.125 2.53846153846154 3.0321833161689 2.8 200
2.2 2.125 1.25641025641026 1.23789907312049 1.9 99
1.6 2.6875 1.8974358974359 2.89315139031926 1.9 79
2.8 2.125 1.8974358974359 1.84654994850669 1 200
2.8 3.25 2.28205128205128 2.4467044284243 2.8 350
2.8 2.125 2.41025641025641 2.76725025746653 2.8 191
2.8 2.125 2.28205128205128 2.29454170957775 2.8 191
2.8 2.6875 2.53846153846154 2.38182286302781 2.8 251
1.6 2.125 1.76923076923077 2.39572605561277 1.9 120
1.6 2.125 1 1.65576725025747 1.9 251
2.8 3.25 2.15384615384615 2.96961894953656 2.8 181
1.6 2.125 1.38461538461538 2.0427394438723 1.9 99
2.8 3.25 2.92307692307692 2.60350154479918 2.8 395
4 3.25 3.56410256410256 3.62693099897013 4.6 476
2.8 2.125 1.8974358974359 3.15808444902163 3.7 150
1.6 2.125 1 3.48789907312049 1 75
1.6 2.125 1 2.82440782698249 2.8 149
2.8 2.125 1.8974358974359 2.82518022657055 2.8 120
1.6 2.6875 2.02564102564103 2.26905252317199 1.9 175
1.6 2.125 1.8974358974359 1.84114315139032 1.9 120
1.6 2.125 2 3.25695159629248 1.9 79
2.8 2.125 1 2.61894953656025 2.8 150
1.6 2.125 1 2.53244078269825 1.9 85
1.6 2.125 1 3.379763130793 1.9 97
2.8 2.125 1.64102564102564 2.78347064881565 1.9 65
2.8 2.125 1.64102564102564 2.64057672502575 2.8 200
1.6 2.125 1.64102564102564 3.81848609680742 1.9 125
1.6 2.125 1 3.69721936148301 1.9 91
1.6 2.125 1 2.0427394438723 1 105
4 3.25 1 2.82440782698249 3.7 200
1.6 2.125 1.51282051282051 2.82826982492276 1.9 60
1.6 2.125 1 2.61122554067971 1 75
1.6 2.6875 2.02564102564103 1.84654994850669 1.9 111
1.6 2.125 1.76923076923077 1.16683831101957 1.9 85
2.8 2.125 1.76923076923077 2.59423274974253 2.8 140
4 2.6875 1.8974358974359 6.07852729145211 4.6 175
4 2.6875 2.02564102564103 2.3903192584964 3.7 136
1.6 2.6875 1.51282051282051 3.23918640576725 1.9 120
2.2 2.125 1 4.04634397528321 1.9 100
2.8 2.125 1.64102564102564 2.98429454170958 1.9 95
1 2.125 1.76923076923077 4.36843460350154 1.9 70
1.6 2.125 1.76923076923077 2.34397528321318 1.9 100
1.6 2.125 1.51282051282051 4.16065911431514 1.9 45
2.8 2.125 1 2.15628218331617 2.8 226
1.6 2.125 1.51282051282051 1.37384140061792 1.9 150
1.6 2.125 1.76923076923077 1.69902162718847 1 137
2.8 2.125 2.02564102564103 3.1186920700309 1.9 100
1.6 2.125 1.51282051282051 4.05561277033986 1.9 85
2.8 2.125 1.8974358974359 2.14315139031926 3.7 199
1.6 2.125 1.76923076923077 4.80638516992791 1.9 75
2.2 2.125 1.8974358974359 9.50025746652935 1.9 40
1.6 2.125 2.76923076923077 3.25849639546859 1.9 103
2.8 2.125 1.8974358974359 5.19412976313079 3.7 121
1.6 2.125 1.76923076923077 2.29917610710608 1.9 107
2.8 2.125 1.64102564102564 4.14212152420185 2.8 200
2.8 2.6875 2.28205128205128 1.69129763130793 2.8 279
4 2.125 1 2.45983522142122 4.6 251
4 2.125 1.64102564102564 3.70648815653965 1.9 100
3.4 2.125 1.8974358974359 6.8254376930999 4.6 150
1.6 2.125 1 3.66091658084449 1.9 60
1.6 2.125 1.64102564102564 3.12100926879506 1 85
2.2 2.125 1.64102564102564 4.45108135942328 2.8 140
2.8 2.125 1 1.56771369721936 1.9 181
1.6 2.125 1.8974358974359 2.89392378990731 1.9 150
1.6 2.125 2.28205128205128 3.19824922760041 1.9 85
1.6 2.125 1.64102564102564 2.67842430484037 1.9 80
2.8 2.125 2.28205128205128 1.84346035015448 2.8 150
1.6 2.125 1.8974358974359 2.95494335736354 1.9 190
2.8 2.6875 1.76923076923077 1.87203913491246 1.9 111
2.8 2.125 1 3.1851184346035 1 175
1.6 2.125 1 3.6524201853759 1.9 120
2.8 2.125 2.41025641025641 2.11225540679712 1.9 95
1.6 2.125 1.76923076923077 1.52600411946447 1.9 140
2.8 2.125 1.64102564102564 3.4129763130793 2.8 100
2.8 3.25 1 2.68769309989701 1.9 100
1.6 2.125 1.51282051282051 2.89855818743563 1.9 90
1.6 2.125 1.76923076923077 2.74485066941298 1.9 100
1.6 2.125 1 2.70777548918641 1.9 69
1.6 2.125 1 4.216271884655 1.9 111
2.8 2.125 1 1.91529351184346 1 120
1.6 2.125 1.51282051282051 3.08084449021627 1.9 55
1.6 2.125 2.33333333333333 2.8591658084449 1 98
4 3.25 2.28205128205128 2.48532440782698 3.7 451
1.6 2.125 1.8974358974359 2.6081359423275 1.9 95
2.8 2.125 2.28205128205128 3.69644696189495 3.7 175
1.6 2.125 2.15384615384615 2.43434603501545 1.9 90
2.2 2.125 1 3.62538619979403 2.8 130
2.8 2.6875 1.76923076923077 2.57723995880536 2.8 75
1.6 2.125 1.64102564102564 2.88697219361483 1.9 125
1.6 3.25 1 1.54222451081359 1.9 90
1.6 2.125 2.02564102564103 3.15113285272915 1.9 150
1.6 2.125 1.8974358974359 2.22966014418126 1.9 85
1.6 2.125 1.76923076923077 4.0532955715757 1.9 100
1.6 2.125 1 3.66786817713697 1.9 90
1.6 2.125 1 2.0643666323378 1.9 49
1.6 2.125 1.76923076923077 4.23171987641607 1.9 40
