,bathrooms,bedrooms,beds,accommodates,guests_included,distance_to_dam,distance_to_metro,review_scores_accuracy,review_scores_location,review_scores_value
11493,1.0,1.0,1.0,2,1,1.33163764621,1.77452210373,10.0,10.0,10.0
8996,1.0,1.0,1.0,2,1,3.7713823782,0.787598720471,0.0,0.0,0.0
6746,1.0,1.0,1.0,2,1,2.18301550192,1.9151054366,10.0,10.0,10.0
5342,1.5,1.0,2.0,4,2,2.7397909652,0.91818269094,10.0,9.0,9.0
8331,1.0,1.0,1.0,2,0,1.91180958152,0.54632874264,10.0,10.0,10.0
8825,1.0,1.0,1.0,2,2,2.54883541808,1.40953648083,10.0,10.0,9.0
10629,1.0,1.0,1.0,2,1,2.35314988436,1.79842206997,10.0,9.0,9.0
1020,1.0,2.0,2.0,4,2,6.91326284231,3.65384127297,0.0,0.0,0.0
12424,1.0,1.0,1.0,2,1,3.03421221549,1.43109616718,10.0,9.0,9.0
12764,1.0,3.0,3.0,4,1,2.39293480029,1.42811257801,10.0,10.0,9.0
4443,1.0,3.0,3.0,5,2,2.10734299386,1.59425451672,9.0,9.0,9.0
6421,1.0,1.0,1.0,2,2,2.32967954241,1.80366129431,10.0,8.0,8.0
10214,1.0,2.0,2.0,4,2,2.20611743497,2.25224231816,8.0,10.0,8.0
12125,1.0,1.0,2.0,3,1,2.15825981792,2.06331633799,10.0,10.0,9.0
12232,1.0,1.0,1.0,2,1,2.21483675314,1.72843167824,9.0,9.0,8.0
6558,1.0,2.0,3.0,4,1,1.92046328003,1.94692510454,10.0,9.0,9.0
11778,1.0,1.0,1.0,2,2,2.82035295922,1.15373235398,10.0,9.0,10.0
2219,1.0,1.0,1.0,2,1,1.24015036774,1.27668364322,10.0,9.0,10.0
5381,1.0,1.0,1.0,2,1,2.55738593258,0.132272006835,0.0,0.0,0.0
7344,1.0,1.0,1.0,2,1,3.54639107402,0.685613236814,10.0,9.0,10.0
6028,1.0,0.0,1.0,2,1,4.11399839022,0.0177914678178,0.0,0.0,0.0
7675,1.0,1.0,1.0,2,1,3.70603214715,1.04584882361,0.0,0.0,0.0
2110,1.0,1.0,1.0,2,2,0.928526368324,1.44902285448,9.0,10.0,9.0
8345,1.0,2.0,2.0,4,2,1.82329245594,0.790838065655,10.0,10.0,9.0
11075,1.0,1.0,1.0,1,1,2.51967334499,1.9691770842,10.0,9.0,9.0
8234,1.0,0.0,2.0,3,2,1.94717204983,1.48561826627,10.0,10.0,10.0
6381,1.5,2.0,2.0,4,1,1.34069071788,1.63527732101,10.0,10.0,10.0
6288,1.0,1.0,1.0,2,1,1.80680607327,1.97922685975,9.0,9.0,9.0
8759,1.0,1.0,1.0,3,1,3.26634849213,0.770189993832,10.0,10.0,10.0
11741,1.0,1.0,2.0,4,1,3.08340431073,1.24579932355,9.0,8.0,8.0
12738,1.0,1.0,1.0,2,2,2.69589800409,1.11656461622,7.0,9.0,9.0
3580,1.0,3.0,3.0,5,2,3.02954179986,1.91157914092,10.0,9.0,10.0
9996,1.0,1.0,2.0,2,1,5.49013691007,1.08155148552,10.0,9.0,9.0
5483,1.0,2.0,2.0,4,2,2.67933888185,1.3152673567,10.0,9.0,9.0
3083,1.0,1.0,1.0,2,1,2.8687634478,1.63821627804,10.0,9.0,9.0
8374,0.5,1.0,1.0,2,1,2.06523423652,0.705054556603,0.0,0.0,0.0
2602,1.5,1.0,2.0,2,1,0.810290253956,1.23478231856,10.0,10.0,8.0
13061,1.0,1.0,1.0,2,1,2.66411224028,1.21131780954,10.0,10.0,8.0
3283,1.0,1.0,2.0,2,2,3.20826591386,1.84619679271,0.0,0.0,0.0
4180,1.0,0.0,1.0,2,2,1.90893434258,1.3660013338,10.0,9.0,9.0
3117,1.0,1.0,2.0,2,1,2.91014464405,1.68190511441,0.0,0.0,0.0
12065,1.0,1.0,2.0,2,2,1.80323541163,2.02744651058,10.0,10.0,9.0
3947,1.0,1.0,2.0,4,2,1.07371436555,0.512524883484,10.0,10.0,9.0
6991,1.0,1.0,1.0,2,1,2.15243291584,1.82593818588,10.0,10.0,9.0
10512,1.5,1.0,1.0,2,2,1.34775168522,1.75478891422,10.0,9.0,9.0
13752,1.0,2.0,2.0,2,2,7.90743886684,3.47873136913,9.0,9.0,9.0
5087,1.0,1.0,1.0,2,1,2.78008576119,0.890632387511,0.0,0.0,0.0
3154,1.0,1.0,1.0,2,2,3.15598748436,1.9474870204,10.0,9.0,9.0
9280,1.0,1.0,2.0,4,1,2.73872896293,1.24247303386,0.0,0.0,0.0
4742,1.0,0.0,1.0,2,1,1.11192520064,1.08262415233,9.0,10.0,9.0
5288,1.0,2.0,2.0,4,1,2.87377289954,0.873262018026,10.0,10.0,10.0
4421,1.0,1.0,2.0,4,2,0.938625916324,1.04724090884,9.0,10.0,7.0
724,1.0,1.0,1.0,1,1,1.96099631749,1.18473784102,10.0,10.0,10.0
9250,1.0,1.0,1.0,2,2,3.64569734016,1.31298844281,9.0,9.0,8.0
9865,1.0,1.0,1.0,2,1,4.29649807188,0.832154656019,0.0,0.0,0.0
10664,1.0,1.0,1.0,2,1,1.94634197908,2.2532978592,10.0,10.0,10.0
5686,1.0,3.0,2.0,5,5,2.87034030409,1.42297131542,9.0,8.0,10.0
7909,1.0,2.0,2.0,4,2,2.20859133076,0.707625102303,9.0,10.0,9.0
12974,1.0,2.0,10.0,10,2,2.54602872144,1.27226331867,9.0,8.0,8.0
3124,1.0,1.0,1.0,2,1,3.7153545667,2.25875127221,10.0,10.0,10.0
8383,1.0,1.0,1.0,2,1,2.26425327928,1.32020039421,9.0,9.0,8.0
11022,1.0,1.0,1.0,2,2,2.30105503742,2.10390632222,9.0,10.0,9.0
9965,1.0,2.0,2.0,4,2,4.29006207478,0.354335659098,9.0,9.0,9.0
3146,1.0,3.0,4.0,4,2,3.5635079267,1.91388335288,0.0,0.0,0.0
8123,1.0,1.0,1.0,2,1,2.9498368113,0.990368614785,10.0,10.0,10.0
4071,1.0,1.0,1.0,2,1,1.70241592868,0.99947814441,10.0,10.0,9.0
6322,1.0,1.0,1.0,2,1,1.74670212001,1.56191181307,9.0,9.0,9.0
9953,1.0,1.0,1.0,2,1,4.32816532159,0.461652477527,10.0,10.0,10.0
1422,1.0,1.0,3.0,6,2,0.409068353613,0.498438871003,9.0,10.0,8.0
4260,1.0,1.0,1.0,2,1,1.53539993769,0.680996277679,10.0,10.0,10.0
11978,1.0,2.0,2.0,4,1,1.37665204305,1.87580313153,9.0,10.0,10.0
13447,1.0,1.0,1.0,2,1,5.1849143943,0.654768341605,10.0,9.0,7.0
8452,1.0,1.0,1.0,2,1,1.94323539734,1.18316558569,0.0,0.0,0.0
5106,1.0,1.0,1.0,2,1,2.49061212534,0.132355635133,9.0,9.0,8.0
9842,1.0,0.0,1.0,2,1,4.01731938921,0.906417456281,10.0,10.0,9.0
2408,1.5,2.0,2.0,4,2,1.20843976008,1.70672439974,10.0,8.0,8.0
9027,1.0,1.0,1.0,2,1,3.97702536828,0.873295346413,10.0,10.0,9.0
3740,1.0,1.0,1.0,2,1,1.30620264274,0.484488947042,10.0,10.0,10.0
695,1.0,1.0,1.0,2,1,1.78299037485,1.05936936059,10.0,9.0,9.0
2662,1.0,1.0,1.0,2,1,1.02855256063,1.49797948867,10.0,10.0,10.0
4020,1.0,1.0,1.0,2,1,1.14352309357,1.06419619331,10.0,10.0,10.0
10184,1.5,3.0,4.0,5,1,2.97439224461,0.972895186154,0.0,0.0,0.0
3275,1.0,1.0,1.0,2,1,3.30930565501,2.10334298305,0.0,0.0,0.0
10320,1.0,1.0,2.0,2,1,2.74525135559,1.58573399542,10.0,9.0,10.0
11145,1.0,1.0,2.0,2,1,2.35951713442,1.56539491663,9.0,9.0,9.0
4134,1.0,1.0,1.0,2,1,1.51985679779,0.963126020321,10.0,10.0,8.0
7570,1.0,1.0,1.0,2,1,2.10094167923,1.41277060679,10.0,10.0,10.0
11060,1.0,1.0,1.0,2,1,2.04561387834,2.25868451415,0.0,0.0,0.0
8384,1.0,1.0,2.0,4,3,2.46284821435,1.18805895997,0.0,0.0,0.0
10776,1.0,1.0,1.0,2,1,2.3554981824,1.64487500152,10.0,10.0,10.0
12145,1.0,1.0,1.0,2,1,2.21429842696,1.75426751489,10.0,9.0,10.0
3064,1.0,1.0,1.0,2,1,3.71274721345,2.27722247335,10.0,8.0,10.0
8868,1.0,1.0,1.0,2,1,2.98645474543,0.84457492869,10.0,10.0,10.0
3074,1.0,2.0,1.0,2,1,2.92798001665,1.84121990259,0.0,0.0,0.0
12702,1.0,1.0,1.0,2,1,3.14992558272,0.698297754002,10.0,8.0,9.0
8986,1.0,1.0,1.0,2,1,2.34914993202,1.62881697175,10.0,9.0,8.0
5230,1.5,2.0,2.0,4,2,1.90859665661,0.285443830729,10.0,9.0,10.0
10572,1.0,1.0,1.0,2,1,2.93418856683,1.21202401355,9.0,9.0,8.0
8359,1.0,1.0,1.0,2,1,2.87339537464,1.07657927503,10.0,9.0,9.0
13025,1.0,3.0,4.0,6,2,2.30285396435,1.49935062908,9.0,9.0,9.0
11451,1.0,1.0,1.0,2,1,2.82240771363,1.35253856298,0.0,0.0,0.0
170,1.0,1.0,1.0,2,1,4.42720901382,3.65031952349,0.0,0.0,0.0
8786,3.0,3.0,3.0,4,2,1.99728712761,1.50042120644,9.0,10.0,10.0
4015,1.0,1.0,3.0,3,2,1.1242662065,1.16202543573,9.0,9.0,10.0
4847,1.0,0.0,1.0,2,1,0.628652918732,0.185990281451,0.0,0.0,0.0
6807,1.5,1.0,1.0,2,2,2.35150580785,1.87500084725,10.0,10.0,9.0
5503,1.0,1.0,1.0,2,1,2.63413319,1.53191175745,9.0,10.0,9.0
12633,0.5,1.0,1.0,2,1,3.68997601427,0.359935570334,10.0,9.0,9.0
11217,1.5,1.0,1.0,2,1,2.64138786271,1.36297053391,9.0,9.0,9.0
5601,1.0,1.0,1.0,2,1,1.91858410115,0.346510887419,10.0,10.0,10.0
12377,1.0,1.0,2.0,4,3,1.99321978128,1.98576130814,9.0,9.0,9.0
4124,1.0,1.0,1.0,2,1,1.55618994079,0.1213056818,0.0,0.0,0.0
6993,1.0,0.0,1.0,2,1,1.64698454597,1.78594121671,10.0,9.0,9.0
995,1.0,1.0,1.0,1,1,7.01344276085,3.57127674269,10.0,10.0,10.0
8049,1.5,1.0,1.0,3,1,3.02335322195,0.969419478346,9.0,8.0,7.0
2691,1.0,1.0,2.0,2,2,0.932449643184,1.44320692987,9.0,10.0,9.0
13258,1.0,1.0,3.0,3,1,4.69493017694,0.935693446018,0.0,0.0,0.0
13171,1.0,1.0,1.0,2,1,2.51500962798,1.30446725975,9.0,8.0,9.0
8260,1.0,1.0,1.0,2,1,1.93475488159,1.45248314801,8.0,10.0,9.0
7678,1.0,1.0,2.0,3,1,3.72000024733,0.746359675632,10.0,10.0,9.0
12787,1.0,1.0,2.0,3,2,2.74916680965,1.18948210382,9.0,9.0,9.0
11617,1.0,1.0,1.0,2,1,2.99874010086,0.944360753654,0.0,0.0,0.0
171,1.0,1.0,1.0,2,2,4.83494479365,4.10874625375,10.0,10.0,10.0
11170,1.0,1.0,1.0,1,1,1.28844392428,1.62006371716,0.0,0.0,0.0
10348,1.0,2.0,2.0,4,1,1.41411359859,1.92585153699,10.0,10.0,10.0
12328,1.0,0.0,1.0,2,1,1.86131829016,2.22640456374,0.0,0.0,0.0
8161,1.0,2.0,4.0,4,2,1.84676683681,0.91820328933,10.0,9.0,9.0
908,1.0,1.0,1.0,2,2,6.85142289425,3.49999236635,9.0,9.0,9.0
7539,1.0,1.0,1.0,2,2,3.48223322963,0.977062236179,9.0,8.0,8.0
2811,1.0,1.0,1.0,2,1,0.768635335041,1.24237587417,8.0,10.0,8.0
13103,1.0,1.0,1.0,1,1,3.68488607203,0.294798854378,9.0,9.0,9.0
13442,1.0,2.0,2.0,5,1,4.42491708339,0.0855525089196,9.0,9.0,8.0
2319,1.0,1.0,1.0,2,1,0.870942187564,1.33993595991,10.0,10.0,10.0
12516,1.0,1.0,1.0,2,1,1.89500783273,2.19563240269,10.0,10.0,10.0
2918,1.0,2.0,2.0,4,1,1.12333304449,1.63201106427,7.0,9.0,8.0
10484,1.0,1.0,1.0,2,1,2.68550861295,1.32289425143,9.0,9.0,9.0
5163,1.0,2.0,2.0,3,2,2.51596059958,1.2466472127,10.0,9.0,9.0
4440,1.0,2.0,2.0,3,2,1.48409602757,1.01765749429,9.0,10.0,8.0
1494,1.0,1.0,2.0,3,1,1.16981362263,1.1464307012,10.0,10.0,10.0
5116,1.0,2.0,4.0,4,1,2.62199725852,0.196013602719,0.0,0.0,0.0
8164,1.0,0.0,2.0,2,1,2.09951496794,1.48634862641,9.0,10.0,9.0
13629,1.0,2.0,3.0,6,1,3.85527752609,0.292727514229,0.0,0.0,0.0
12574,1.0,1.0,1.0,2,1,2.52594445384,1.27857611065,10.0,8.0,9.0
2726,1.0,1.0,1.0,2,2,1.11159748476,0.616763939591,10.0,10.0,9.0
12823,1.0,1.0,1.0,2,1,2.86973577169,1.05936033236,9.0,9.0,9.0
7451,1.5,1.0,1.0,2,1,1.74161999449,0.955655388611,10.0,10.0,9.0
12543,1.0,1.0,1.0,2,1,3.15480679867,0.775421981674,9.0,8.0,9.0
4932,1.0,2.0,2.0,4,1,1.59068921975,0.608789526859,10.0,10.0,10.0
3065,1.0,1.0,1.0,2,1,3.57407532827,2.41176285792,10.0,8.0,9.0
5448,1.0,2.0,2.0,3,2,2.33483646911,0.144016876335,9.0,10.0,9.0
630,1.0,1.0,1.0,2,1,1.7264066691,1.03415369302,9.0,9.0,9.0
370,1.0,1.0,1.0,2,1,3.5513494387,2.74279889261,10.0,10.0,10.0
5138,1.5,3.0,4.0,4,1,2.03517405041,0.406228853887,0.0,0.0,0.0
9428,1.0,1.0,1.0,2,1,3.44017587428,1.14407478175,10.0,10.0,10.0
5590,1.0,1.0,1.0,2,1,2.17217914605,0.353172902721,10.0,10.0,10.0
11456,1.0,0.0,2.0,5,2,2.59387305481,1.89327453724,10.0,9.0,9.0
1158,1.0,1.0,1.0,2,1,0.837230732027,0.44029419219,10.0,10.0,9.0
13532,1.0,1.0,6.0,6,1,3.64449203626,0.517778106043,0.0,0.0,0.0
1567,1.0,1.0,1.0,4,2,1.18343005221,1.67885851268,10.0,9.0,9.0
11639,1.0,1.0,1.0,1,1,3.06003256481,1.3087172312,9.0,9.0,9.0
10343,1.0,1.0,1.0,2,1,2.24357509919,1.70413524967,10.0,10.0,10.0
1283,1.0,1.0,1.0,2,1,0.510370502617,0.494907975093,10.0,10.0,9.0
3334,1.0,1.0,1.0,2,1,3.39557757577,2.26304153494,10.0,9.0,9.0
2776,2.0,3.0,3.0,4,1,1.12035406714,1.47895080552,10.0,9.0,10.0
488,1.0,1.0,1.0,2,1,3.38667591066,2.57083864559,0.0,0.0,0.0
5398,1.0,1.0,2.0,2,2,2.69276920203,0.893272331349,10.0,9.0,9.0
11001,1.0,2.0,2.0,3,1,2.18548088687,1.95207866338,10.0,9.0,9.0
9758,1.0,1.0,1.0,2,1,4.26637103042,0.815976865309,10.0,9.0,10.0
7888,1.5,1.0,2.0,4,2,2.56976482982,1.37087672656,8.0,9.0,8.0
7034,1.0,1.0,1.0,2,2,1.85427660668,1.87564389053,8.0,9.0,8.0
4376,1.0,1.0,2.0,4,2,1.1984844817,0.603935938004,9.0,9.0,8.0
5482,1.5,1.0,1.0,2,1,1.99992855909,0.360773035762,9.0,9.0,9.0
8523,1.0,1.0,2.0,2,1,3.0700041422,1.10054660813,0.0,0.0,0.0
12005,1.0,1.0,4.0,4,2,1.33272180987,1.7703265121,10.0,10.0,9.0
1445,1.0,2.0,2.0,4,2,1.18929839028,1.1708099236,10.0,10.0,10.0
7274,1.0,1.0,1.0,2,1,7.51175932465,1.03968669245,0.0,0.0,0.0
6324,1.0,1.0,1.0,2,1,1.63736593355,1.6253457259,9.0,9.0,9.0
12672,1.0,1.0,1.0,2,1,2.63585410592,1.16638815817,10.0,9.0,10.0
1658,1.0,1.0,1.0,2,1,0.652383084735,0.390103543464,9.0,9.0,9.0
9277,1.0,1.0,1.0,2,1,2.91255867003,1.07388619381,10.0,10.0,10.0
8094,1.0,1.0,1.0,2,1,2.28157283103,1.47100991018,10.0,6.0,6.0
9165,1.0,2.0,2.0,3,1,3.9153706548,0.836624089099,8.0,8.0,9.0
10059,1.0,1.0,1.0,2,1,4.85927287385,0.449975053812,9.0,9.0,9.0
9981,1.0,2.0,4.0,4,1,5.89924830984,0.721088904405,9.0,9.0,9.0
6370,1.0,1.0,1.0,3,2,1.88577162277,1.70670663451,10.0,9.0,9.0
8116,1.5,2.0,2.0,4,2,1.8291352114,0.892877359119,10.0,10.0,10.0
1478,1.0,1.0,1.0,2,2,1.16180742962,1.22261506517,10.0,10.0,9.0
8159,1.0,1.0,1.0,2,2,3.61418451494,0.863559990114,10.0,10.0,10.0
11048,1.0,2.0,2.0,4,2,2.71047932539,1.23553959435,10.0,9.0,9.0
3408,1.0,3.0,3.0,4,4,3.45520159254,2.38850180313,10.0,9.0,9.0
7371,1.0,1.0,2.0,4,2,2.41532399817,0.876373068295,0.0,0.0,0.0
11387,1.0,1.0,1.0,2,1,2.74697156415,1.27313159134,9.0,9.0,9.0
12774,1.0,2.0,2.0,4,3,2.94141176169,0.991137641916,9.0,9.0,9.0
6496,1.0,2.0,2.0,4,4,1.50003281412,1.44117946038,10.0,10.0,8.0
4445,1.0,1.0,2.0,4,2,1.23965030951,0.717809042382,10.0,10.0,10.0
4769,1.5,1.0,5.0,6,1,1.3290359998,0.344790668742,0.0,0.0,0.0
4065,1.5,0.0,1.0,2,1,1.37411302916,0.965848058607,10.0,9.0,9.0
8086,1.0,1.0,1.0,2,1,1.86324979864,1.08673693214,9.0,10.0,10.0
7782,1.0,1.0,2.0,4,2,1.98101477636,0.793444348773,10.0,10.0,6.0
10238,1.5,3.0,3.0,4,1,2.93654744982,0.995022614208,8.0,8.0,8.0
