,bathrooms,accommodates,distance_to_dam,bedrooms,review_scores_location,review_scores_communication,reviews_per_month,review_scores_checkin,beds,review_scores_value
9062,1.0,2,3.803,1.0,8.0,8.0,0.09,8.0,1.0,10.0
1023,1.0,2,8.145,1.0,10.0,10.0,0.31,10.0,1.0,10.0
9500,1.0,2,3.967,1.0,0.0,0.0,0.0,0.0,1.0,0.0
12748,1.5,2,3.135,1.0,9.0,10.0,0.98,9.0,2.0,10.0
6021,1.0,3,3.074,1.0,9.0,9.0,1.77,9.0,3.0,9.0
1469,1.0,4,0.356,2.0,10.0,10.0,5.26,10.0,2.0,10.0
6235,1.0,2,1.465,1.0,10.0,10.0,0.38,10.0,2.0,10.0
3554,1.0,4,3.498,2.0,10.0,10.0,0.28,10.0,3.0,10.0
5961,1.0,2,3.487,1.0,9.0,10.0,0.66,10.0,1.0,9.0
8962,1.0,2,3.317,1.0,9.0,9.0,0.3,9.0,2.0,9.0
5612,1.0,4,2.386,2.0,9.0,10.0,0.24,10.0,1.0,10.0
2994,1.0,2,3.21,1.0,9.0,10.0,0.84,10.0,1.0,8.0
2542,1.0,2,0.442,1.0,10.0,10.0,0.46,10.0,1.0,10.0
1772,1.0,2,0.595,1.0,10.0,9.0,1.38,10.0,1.0,9.0
11208,1.0,3,2.265,1.0,9.0,10.0,1.38,10.0,1.0,9.0
8671,1.0,2,2.464,1.0,10.0,10.0,0.61,10.0,1.0,9.0
7736,1.0,4,1.994,2.0,9.0,9.0,1.48,8.0,2.0,7.0
1267,1.0,4,0.225,1.0,10.0,9.0,2.75,9.0,2.0,9.0
7578,1.5,2,1.818,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1664,1.0,4,0.297,2.0,10.0,10.0,2.31,10.0,2.0,10.0
5777,1.0,6,2.53,3.0,9.0,10.0,0.42,10.0,5.0,9.0
8228,1.0,2,2.345,1.0,9.0,10.0,2.6,9.0,1.0,9.0
6589,1.0,2,1.311,1.0,10.0,10.0,3.51,10.0,2.0,9.0
10026,1.0,6,4.169,2.0,9.0,10.0,1.92,9.0,5.0,9.0
11935,1.0,5,2.009,3.0,0.0,0.0,0.0,0.0,4.0,0.0
809,1.5,1,7.747,1.0,0.0,0.0,0.0,0.0,1.0,0.0
12912,1.0,4,3.114,2.0,8.0,9.0,2.66,8.0,4.0,8.0
8516,1.0,4,2.591,2.0,9.0,10.0,0.8,10.0,2.0,10.0
11336,1.0,2,1.378,1.0,9.0,9.0,0.28,9.0,1.0,9.0
4294,1.5,4,1.611,3.0,9.0,10.0,0.43,10.0,4.0,10.0
5114,1.0,4,2.508,2.0,0.0,0.0,0.0,0.0,2.0,0.0
170,1.0,2,4.427,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3618,1.0,2,4.108,1.0,9.0,9.0,0.44,10.0,1.0,9.0
8791,1.0,2,1.666,1.0,6.0,10.0,1.0,8.0,1.0,6.0
3553,1.0,2,3.289,1.0,9.0,10.0,1.05,10.0,1.0,8.0
4471,1.0,2,1.344,1.0,9.0,10.0,5.79,10.0,1.0,9.0
9392,1.0,2,2.329,0.0,9.0,6.0,0.86,6.0,1.0,7.0
12852,1.5,2,2.359,1.0,10.0,10.0,1.0,10.0,1.0,10.0
4664,1.5,4,1.059,1.0,10.0,9.0,1.24,10.0,2.0,9.0
13594,1.0,4,4.791,2.0,9.0,10.0,0.88,10.0,2.0,10.0
6886,1.0,2,1.71,1.0,10.0,10.0,0.16,10.0,1.0,8.0
4857,1.0,6,0.626,2.0,10.0,9.0,1.41,10.0,3.0,8.0
1825,1.0,4,0.658,1.0,10.0,10.0,4.02,10.0,2.0,10.0
13020,1.0,4,2.167,2.0,9.0,9.0,1.3,9.0,2.0,9.0
3339,1.5,4,2.868,2.0,10.0,10.0,1.0,10.0,2.0,10.0
5616,1.0,2,2.667,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4363,2.0,4,0.576,2.0,10.0,10.0,2.23,9.0,2.0,9.0
742,1.0,4,3.193,2.0,10.0,10.0,1.89,10.0,2.0,9.0
9678,1.0,4,3.795,2.0,9.0,10.0,2.02,10.0,2.0,9.0
6276,1.0,2,1.869,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5409,1.0,2,2.624,1.0,9.0,9.0,0.36,9.0,1.0,9.0
3937,1.0,2,1.451,1.0,9.0,10.0,0.8,10.0,1.0,9.0
6601,1.0,2,1.911,1.0,9.0,10.0,2.86,10.0,1.0,9.0
10997,1.0,2,2.589,1.0,9.0,10.0,0.71,10.0,1.0,9.0
2384,1.0,4,0.431,1.0,10.0,10.0,1.95,9.0,3.0,9.0
2953,1.5,6,1.144,3.0,10.0,10.0,4.87,10.0,4.0,10.0
2133,1.0,4,0.403,1.0,9.0,9.0,1.67,9.0,2.0,7.0
7280,1.0,4,7.917,1.0,0.0,0.0,0.0,0.0,2.0,0.0
10438,1.0,2,2.431,1.0,8.0,10.0,0.16,10.0,1.0,10.0
12230,1.5,3,2.412,2.0,9.0,10.0,1.05,10.0,2.0,9.0
4655,1.0,4,1.282,2.0,10.0,9.0,0.5,9.0,4.0,8.0
10268,1.0,2,2.702,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10612,1.0,2,2.304,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5760,1.0,3,2.674,1.0,9.0,10.0,0.6,9.0,2.0,9.0
12076,2.0,10,1.917,5.0,9.0,9.0,0.87,10.0,10.0,10.0
8423,1.0,2,2.664,1.0,9.0,10.0,1.27,10.0,2.0,10.0
416,1.0,4,2.434,2.0,8.0,9.0,1.35,9.0,3.0,9.0
12536,1.0,2,3.175,1.0,8.0,10.0,0.05,10.0,1.0,10.0
9842,1.0,2,4.017,0.0,10.0,10.0,1.59,10.0,1.0,9.0
12509,1.0,1,1.472,1.0,10.0,10.0,5.62,10.0,1.0,10.0
5451,1.0,2,2.165,1.0,9.0,10.0,0.34,10.0,1.0,8.0
3797,2.0,2,0.628,1.0,10.0,9.0,0.42,9.0,1.0,10.0
12599,1.0,2,3.072,1.0,7.0,10.0,2.0,9.0,1.0,8.0
4143,1.0,2,1.529,1.0,10.0,10.0,0.96,10.0,2.0,10.0
3157,1.0,3,2.267,1.0,0.0,0.0,0.0,0.0,3.0,0.0
11467,1.0,2,2.568,1.0,9.0,10.0,0.81,10.0,1.0,9.0
1424,1.5,4,0.738,2.0,10.0,10.0,1.17,10.0,2.0,9.0
1856,1.0,2,1.336,1.0,10.0,10.0,0.25,10.0,1.0,10.0
11511,2.0,4,2.294,3.0,9.0,9.0,0.61,10.0,4.0,9.0
361,1.5,4,3.739,2.0,9.0,10.0,0.62,9.0,2.0,9.0
744,1.0,4,3.204,2.0,0.0,0.0,0.0,0.0,2.0,0.0
9410,1.0,2,3.052,1.0,9.0,9.0,0.91,9.0,1.0,9.0
2776,2.0,4,1.12,3.0,9.0,10.0,0.12,10.0,3.0,10.0
7653,1.0,4,3.35,1.0,9.0,9.0,1.97,9.0,4.0,9.0
3517,1.0,4,2.972,1.0,8.0,9.0,0.42,9.0,2.0,6.0
8632,1.0,4,1.961,2.0,10.0,10.0,1.0,10.0,3.0,8.0
2097,1.0,5,0.618,2.0,10.0,9.0,1.8,9.0,5.0,9.0
6608,1.5,4,2.152,2.0,9.0,10.0,0.26,10.0,2.0,9.0
1595,1.0,2,1.038,1.0,10.0,10.0,1.66,10.0,1.0,9.0
4544,1.0,2,2.296,1.0,9.0,10.0,1.76,10.0,1.0,10.0
8006,1.0,2,3.657,1.0,8.0,10.0,0.57,10.0,1.0,8.0
2698,1.0,2,0.537,1.0,10.0,10.0,1.91,10.0,2.0,9.0
6072,1.0,3,3.732,1.0,9.0,10.0,1.9,10.0,2.0,9.0
4416,1.0,4,0.488,1.0,10.0,10.0,0.85,10.0,2.0,10.0
1504,1.0,4,0.747,1.0,10.0,10.0,0.98,10.0,2.0,10.0
9197,2.0,8,2.186,4.0,10.0,10.0,0.97,10.0,4.0,9.0
9776,1.0,2,3.614,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8092,1.0,2,3.635,1.0,10.0,10.0,0.64,10.0,1.0,10.0
4424,1.0,2,1.143,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7618,1.0,2,2.311,1.0,10.0,10.0,0.54,10.0,1.0,9.0
11802,1.0,2,2.723,1.0,9.0,10.0,0.39,10.0,1.0,9.0
13347,1.0,2,5.055,1.0,8.0,10.0,2.11,10.0,1.0,9.0
1208,1.5,4,0.947,1.0,10.0,10.0,3.31,10.0,2.0,9.0
10707,1.0,2,3.1,1.0,9.0,10.0,2.19,10.0,1.0,9.0
9593,1.0,6,2.975,4.0,10.0,10.0,0.23,10.0,4.0,10.0
2055,1.0,6,0.522,1.0,9.0,9.0,0.31,10.0,2.0,8.0
5173,1.0,2,2.741,1.0,9.0,10.0,0.25,10.0,1.0,9.0
9650,1.0,4,1.824,2.0,10.0,10.0,0.86,10.0,4.0,9.0
11017,1.0,2,2.238,1.0,10.0,10.0,0.65,10.0,1.0,9.0
6871,1.0,2,1.985,1.0,9.0,10.0,0.28,10.0,1.0,9.0
13377,1.0,2,3.841,1.0,9.0,9.0,1.42,10.0,1.0,9.0
898,1.0,2,5.806,1.0,9.0,10.0,2.0,10.0,1.0,10.0
9670,1.0,2,3.581,1.0,10.0,10.0,0.91,10.0,1.0,9.0
13639,1.0,3,3.584,2.0,9.0,10.0,0.12,10.0,1.0,10.0
12724,1.5,2,3.013,1.0,9.0,10.0,0.63,9.0,1.0,9.0
12319,1.0,2,2.452,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6845,1.0,2,1.361,1.0,8.0,10.0,1.0,10.0,1.0,8.0
9207,1.0,3,4.131,1.0,9.0,10.0,0.34,10.0,1.0,10.0
10750,1.5,2,3.126,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2058,1.0,2,0.919,1.0,10.0,10.0,0.46,9.0,1.0,10.0
5821,2.5,4,3.9,3.0,0.0,0.0,0.0,0.0,3.0,0.0
3254,1.5,4,3.347,3.0,0.0,0.0,0.0,0.0,3.0,0.0
3762,1.0,3,2.599,2.0,10.0,10.0,0.39,10.0,2.0,10.0
9499,1.0,2,4.23,1.0,10.0,10.0,0.48,9.0,1.0,9.0
6286,1.0,2,1.541,1.0,9.0,9.0,3.1,9.0,1.0,8.0
3309,1.0,4,3.422,2.0,9.0,10.0,0.35,10.0,4.0,9.0
13825,1.0,2,6.875,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8855,1.0,2,1.938,1.0,9.0,9.0,0.99,8.0,1.0,8.0
12575,1.0,2,2.858,1.0,8.0,10.0,0.59,10.0,2.0,8.0
4979,1.0,2,1.229,1.0,10.0,10.0,1.49,10.0,1.0,10.0
6097,1.0,2,4.201,0.0,8.0,10.0,0.35,10.0,1.0,8.0
8577,1.0,2,2.07,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5763,1.0,2,2.385,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5410,1.0,2,1.965,1.0,9.0,10.0,2.01,10.0,1.0,10.0
8723,1.5,4,1.957,1.0,10.0,10.0,1.41,10.0,3.0,10.0
7625,1.0,4,2.869,2.0,9.0,10.0,0.74,10.0,2.0,9.0
6916,1.0,2,1.713,1.0,8.0,10.0,0.22,10.0,1.0,9.0
8847,1.0,1,1.694,1.0,10.0,10.0,4.66,10.0,1.0,9.0
13094,1.0,3,2.297,2.0,10.0,10.0,1.03,10.0,2.0,9.0
2210,1.0,2,1.308,1.0,0.0,0.0,0.0,0.0,1.0,0.0
11004,1.0,2,1.43,1.0,9.0,9.0,0.34,10.0,1.0,9.0
4590,1.0,4,2.439,2.0,10.0,10.0,1.24,10.0,4.0,9.0
4246,1.0,4,1.268,2.0,9.0,9.0,1.3,9.0,3.0,8.0
8840,1.0,2,2.016,1.0,10.0,10.0,0.34,10.0,2.0,9.0
1916,2.5,4,0.467,3.0,10.0,10.0,0.79,8.0,3.0,9.0
3272,1.0,3,3.54,1.0,8.0,10.0,0.67,10.0,2.0,9.0
7022,1.0,2,1.674,1.0,10.0,8.0,0.79,10.0,2.0,10.0
2583,1.0,4,0.917,0.0,9.0,7.0,2.92,7.0,2.0,7.0
9065,2.0,5,2.38,3.0,10.0,10.0,1.0,10.0,4.0,8.0
6978,1.0,4,2.063,0.0,10.0,10.0,1.75,10.0,1.0,10.0
12017,1.0,5,2.09,3.0,10.0,10.0,0.11,10.0,5.0,10.0
3691,1.0,2,1.238,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4802,1.0,4,1.417,2.0,0.0,0.0,0.0,0.0,2.0,0.0
12686,1.0,4,3.006,1.0,10.0,10.0,1.0,10.0,1.0,10.0
9932,1.0,4,3.317,2.0,9.0,9.0,0.78,9.0,2.0,9.0
3536,2.0,5,3.27,2.0,8.0,10.0,0.51,10.0,5.0,10.0
5507,1.0,3,2.495,1.0,8.0,9.0,0.41,9.0,3.0,8.0
10546,1.0,4,2.182,2.0,9.0,10.0,0.95,10.0,2.0,10.0
12349,1.0,2,1.441,1.0,10.0,10.0,0.76,10.0,1.0,10.0
5164,1.0,3,1.978,1.0,9.0,10.0,1.18,10.0,1.0,9.0
2965,1.0,4,2.669,3.0,9.0,10.0,0.63,10.0,3.0,10.0
5626,1.0,2,2.122,1.0,10.0,10.0,0.81,10.0,1.0,10.0
10761,1.0,4,1.595,3.0,10.0,10.0,2.22,10.0,3.0,9.0
6547,1.0,2,2.58,1.0,9.0,9.0,2.47,9.0,1.0,9.0
2834,1.0,2,0.878,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5225,1.0,2,2.396,1.0,9.0,10.0,2.91,10.0,1.0,10.0
3896,1.0,2,0.876,1.0,10.0,10.0,0.64,10.0,1.0,9.0
12870,1.0,2,3.287,1.0,7.0,9.0,0.24,8.0,1.0,8.0
8396,1.0,2,2.1,1.0,9.0,9.0,2.15,10.0,1.0,9.0
6047,1.0,2,4.006,1.0,9.0,10.0,0.53,10.0,1.0,9.0
9549,1.0,4,3.498,2.0,9.0,9.0,0.6,9.0,2.0,9.0
6471,1.0,2,1.312,1.0,10.0,10.0,1.91,10.0,1.0,10.0
5860,1.0,2,4.142,1.0,10.0,10.0,0.41,10.0,1.0,9.0
7903,1.0,2,2.224,0.0,10.0,10.0,2.17,10.0,1.0,9.0
5988,2.0,4,3.377,4.0,9.0,10.0,0.71,10.0,8.0,9.0
1393,1.0,2,0.899,2.0,0.0,0.0,0.0,0.0,3.0,0.0
15,2.0,2,8.778,1.0,9.0,10.0,5.45,10.0,1.0,10.0
3362,1.0,4,3.506,3.0,8.0,10.0,1.36,10.0,2.0,9.0
4128,1.0,2,1.315,1.0,10.0,9.0,4.88,10.0,2.0,9.0
10330,1.0,2,2.512,1.0,9.0,10.0,2.67,8.0,1.0,9.0
2323,1.0,4,0.251,2.0,10.0,10.0,3.45,10.0,2.0,9.0
4171,1.0,2,2.205,1.0,0.0,0.0,0.0,0.0,2.0,0.0
12104,1.0,2,2.942,1.0,9.0,10.0,0.42,10.0,1.0,9.0
4024,1.0,3,1.903,2.0,10.0,9.0,0.14,9.0,3.0,8.0
5948,1.0,3,3.195,1.0,9.0,10.0,2.88,10.0,3.0,8.0
1225,1.0,4,0.955,0.0,0.0,0.0,0.0,0.0,2.0,0.0
6974,1.0,2,1.545,1.0,9.0,10.0,0.79,10.0,1.0,9.0
1910,1.5,2,1.321,1.0,10.0,10.0,1.08,10.0,3.0,10.0
6449,1.0,2,2.53,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2611,1.0,2,1.019,1.0,10.0,10.0,0.94,10.0,1.0,9.0
6648,1.0,3,1.428,1.0,9.0,10.0,3.28,9.0,3.0,8.0
13780,1.0,3,7.652,2.0,9.0,10.0,1.55,10.0,3.0,10.0
11283,1.0,2,2.616,1.0,9.0,10.0,1.84,10.0,1.0,9.0
1880,1.0,4,0.253,1.0,0.0,0.0,0.0,0.0,2.0,0.0
7505,1.0,3,3.332,3.0,9.0,10.0,0.85,10.0,3.0,9.0
12541,1.0,3,3.682,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8011,1.0,2,2.44,1.0,10.0,10.0,1.63,9.0,1.0,9.0
10567,1.0,2,1.437,0.0,10.0,10.0,1.27,10.0,1.0,10.0
12204,1.0,3,1.857,2.0,9.0,10.0,0.52,10.0,1.0,9.0
447,0.5,3,2.517,0.0,10.0,10.0,0.35,10.0,3.0,10.0
12968,1.0,2,2.788,1.0,10.0,10.0,0.26,10.0,1.0,9.0
9205,1.5,4,2.19,2.0,10.0,10.0,1.0,10.0,2.0,10.0
3850,1.0,2,1.589,1.0,10.0,10.0,0.47,10.0,1.0,10.0
3235,1.0,4,2.803,3.0,9.0,10.0,1.01,10.0,5.0,9.0
13276,1.0,2,4.049,1.0,8.0,9.0,0.22,10.0,1.0,8.0
12515,1.0,1,2.62,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3518,1.0,2,3.274,1.0,10.0,10.0,3.45,10.0,1.0,9.0
7918,1.0,2,2.274,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5115,1.0,4,2.833,2.0,9.0,10.0,0.17,9.0,2.0,9.0
11362,1.0,3,1.531,1.0,9.0,10.0,2.95,10.0,1.0,10.0
7984,1.0,2,2.286,0.0,10.0,10.0,1.0,10.0,1.0,8.0
7318,1.0,2,2.065,0.0,10.0,10.0,0.2,10.0,1.0,7.0
3882,1.0,3,1.325,1.0,10.0,10.0,3.54,10.0,1.0,9.0
2079,1.0,2,1.117,1.0,9.0,9.0,0.51,10.0,1.0,9.0
11729,2.0,4,1.598,2.0,10.0,10.0,1.79,10.0,5.0,9.0
9119,1.0,2,2.774,1.0,10.0,10.0,1.57,10.0,1.0,9.0
5899,1.0,4,4.21,2.0,10.0,10.0,0.08,10.0,2.0,10.0
5548,1.0,2,2.429,2.0,10.0,10.0,0.7,10.0,1.0,10.0
626,2.0,8,2.994,5.0,0.0,0.0,0.0,0.0,8.0,0.0
2239,1.0,2,0.696,1.0,0.0,0.0,0.0,0.0,1.0,0.0
12333,1.0,2,2.649,1.0,10.0,10.0,0.12,9.0,1.0,10.0
13802,1.0,2,7.88,1.0,9.0,10.0,4.04,10.0,1.0,9.0
6410,1.0,2,1.352,1.0,10.0,10.0,1.0,10.0,2.0,10.0
4131,2.0,8,1.156,4.0,10.0,10.0,0.17,10.0,4.0,9.0
7044,1.0,2,1.455,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1187,1.0,2,0.726,1.0,10.0,10.0,2.5,10.0,1.0,10.0
3174,1.0,4,3.418,2.0,9.0,8.0,1.0,6.0,3.0,7.0
12498,1.0,4,1.723,2.0,10.0,10.0,2.0,10.0,2.0,10.0
4213,1.0,2,0.844,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8638,1.0,3,2.755,1.0,9.0,10.0,1.76,10.0,2.0,9.0
1411,1.0,2,0.923,1.0,10.0,9.0,0.41,10.0,1.0,9.0
1215,1.0,2,0.912,1.0,10.0,10.0,2.13,10.0,1.0,10.0
4998,1.0,4,2.489,2.0,10.0,10.0,0.06,10.0,3.0,10.0
5825,1.0,2,4.174,0.0,8.0,9.0,0.98,8.0,1.0,9.0
7092,1.0,2,1.917,1.0,10.0,10.0,1.67,10.0,1.0,10.0
2564,1.0,4,0.454,3.0,10.0,10.0,0.34,10.0,5.0,10.0
13745,1.0,2,7.955,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7090,1.0,3,1.603,1.0,9.0,10.0,0.68,9.0,1.0,9.0
8399,1.0,4,1.845,1.0,10.0,10.0,0.95,10.0,2.0,9.0
4394,1.0,4,0.791,1.0,10.0,10.0,1.47,9.0,2.0,9.0
8456,1.0,2,1.82,1.0,10.0,10.0,1.42,10.0,1.0,9.0
4023,1.0,4,1.436,1.0,0.0,0.0,0.0,0.0,2.0,0.0
8119,1.0,2,2.52,1.0,9.0,10.0,0.73,10.0,1.0,10.0
13214,0.5,2,3.236,0.0,9.0,10.0,1.18,10.0,1.0,10.0
7795,1.0,2,3.728,1.0,10.0,10.0,0.24,10.0,1.0,10.0
13006,1.0,2,2.155,2.0,9.0,10.0,0.55,9.0,2.0,9.0
7558,1.5,6,2.218,2.0,9.0,10.0,3.48,10.0,6.0,9.0
424,1.0,2,2.37,2.0,9.0,9.0,1.03,9.0,1.0,8.0
7823,1.0,2,1.767,1.0,10.0,10.0,1.0,10.0,1.0,10.0
1051,1.0,4,5.692,1.0,9.0,9.0,3.11,9.0,4.0,8.0
13239,1.5,4,5.206,2.0,8.0,10.0,0.89,10.0,4.0,9.0
7229,1.0,4,1.828,2.0,9.0,10.0,0.09,10.0,2.0,8.0
9556,1.5,2,3.402,1.0,10.0,10.0,0.31,10.0,1.0,10.0
6321,2.0,4,1.728,3.0,10.0,10.0,0.66,10.0,3.0,10.0
9196,1.0,2,2.262,1.0,0.0,0.0,0.0,0.0,2.0,0.0
8530,1.0,2,3.437,1.0,9.0,10.0,0.76,10.0,2.0,9.0
8291,1.5,2,2.422,1.0,9.0,10.0,0.6,10.0,1.0,10.0
3411,1.0,2,3.219,1.0,0.0,0.0,0.0,0.0,1.0,0.0
11665,1.0,2,1.925,1.0,10.0,9.0,0.38,8.0,1.0,9.0
10500,1.5,4,2.402,3.0,10.0,10.0,0.45,10.0,4.0,10.0
7717,1.0,2,1.815,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2922,1.0,4,0.822,1.0,0.0,0.0,0.0,0.0,2.0,0.0
395,2.0,5,3.465,4.0,10.0,10.0,2.0,10.0,6.0,10.0
5321,1.0,4,2.55,3.0,0.0,0.0,0.0,0.0,4.0,0.0
4522,1.0,2,1.092,1.0,10.0,10.0,3.81,10.0,1.0,10.0
85,1.0,4,4.66,3.0,9.0,10.0,0.09,10.0,3.0,9.0
8676,1.0,2,2.402,1.0,10.0,10.0,0.2,10.0,1.0,9.0
2250,2.0,6,1.549,3.0,10.0,10.0,0.62,10.0,3.0,10.0
2654,1.0,2,0.362,1.0,10.0,10.0,2.05,9.0,1.0,9.0
343,2.0,4,4.618,3.0,8.0,8.0,0.09,8.0,3.0,8.0
7392,1.0,4,2.884,2.0,0.0,0.0,0.0,0.0,2.0,0.0
5593,0.0,2,2.59,1.0,0.0,0.0,0.1,0.0,0.0,0.0
618,1.0,4,2.245,2.0,8.0,10.0,0.34,10.0,2.0,9.0
3275,1.0,2,3.309,1.0,0.0,0.0,0.0,0.0,1.0,0.0
10827,1.0,4,1.95,2.0,0.0,0.0,0.0,0.0,2.0,0.0
3951,1.0,4,2.694,2.0,9.0,10.0,0.62,10.0,2.0,9.0
6707,1.0,2,1.428,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6688,1.0,2,1.765,1.0,10.0,10.0,0.73,10.0,2.0,9.0
3004,1.0,4,2.996,1.0,9.0,10.0,0.29,10.0,2.0,10.0
9280,1.0,4,2.739,1.0,0.0,0.0,0.0,0.0,2.0,0.0
1854,1.0,4,0.81,2.0,9.0,9.0,1.24,9.0,2.0,8.0
5397,1.0,3,2.145,2.0,9.0,9.0,0.53,9.0,2.0,9.0
385,1.5,3,3.656,1.0,10.0,10.0,0.98,10.0,2.0,9.0
9128,1.0,4,3.444,3.0,0.0,0.0,0.0,0.0,3.0,0.0
621,1.5,5,3.643,3.0,0.0,0.0,0.0,0.0,5.0,0.0
9112,1.0,2,3.564,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7321,1.0,4,2.309,3.0,9.0,10.0,0.33,10.0,3.0,9.0
7288,1.5,6,7.32,3.0,9.0,10.0,0.21,10.0,3.0,8.0
13196,1.0,2,2.802,1.0,9.0,10.0,0.22,8.0,2.0,10.0
4434,1.0,1,1.237,1.0,10.0,10.0,3.8,9.0,1.0,9.0
13341,1.0,2,6.417,1.0,8.0,9.0,2.81,9.0,1.0,9.0
11129,1.5,2,1.345,1.0,10.0,10.0,0.61,10.0,1.0,10.0
5147,1.5,8,2.477,4.0,10.0,10.0,0.71,10.0,4.0,9.0
589,1.0,6,2.942,2.0,8.0,10.0,5.06,10.0,4.0,9.0
4826,1.0,2,1.179,2.0,0.0,0.0,0.0,0.0,4.0,0.0
9084,1.0,2,3.571,2.0,10.0,10.0,0.46,10.0,2.0,10.0
11624,1.0,2,3.129,1.0,9.0,10.0,1.78,10.0,1.0,9.0
2670,1.0,2,0.324,1.0,8.0,10.0,0.11,10.0,2.0,10.0
855,1.0,4,5.635,2.0,9.0,9.0,0.25,10.0,4.0,9.0
7327,1.0,4,2.949,2.0,9.0,9.0,0.44,10.0,4.0,9.0
6866,1.0,2,1.445,1.0,9.0,10.0,2.41,10.0,1.0,9.0
8329,2.0,4,2.823,3.0,9.0,10.0,3.46,10.0,3.0,9.0
8036,1.5,2,1.632,1.0,10.0,10.0,2.26,10.0,2.0,10.0
2173,1.0,2,1.041,1.0,10.0,10.0,0.51,10.0,1.0,10.0
6208,1.0,4,9.43,3.0,10.0,9.0,0.09,8.0,4.0,10.0
9498,1.5,4,2.266,2.0,10.0,10.0,0.21,9.0,2.0,9.0
2081,1.0,4,0.819,2.0,10.0,10.0,1.14,10.0,2.0,9.0
3742,1.0,3,2.288,1.0,9.0,10.0,1.88,10.0,3.0,9.0
10461,1.0,2,2.675,1.0,9.0,9.0,3.33,9.0,2.0,8.0
10701,1.0,2,2.973,1.0,10.0,10.0,1.07,10.0,1.0,10.0
4281,1.0,4,0.815,2.0,10.0,10.0,0.31,10.0,2.0,10.0
2697,1.5,4,0.253,2.0,10.0,10.0,2.05,9.0,4.0,9.0
12826,1.0,2,2.263,1.0,9.0,10.0,1.07,10.0,1.0,10.0
4917,1.0,2,0.635,1.0,10.0,10.0,1.32,10.0,1.0,9.0
10977,1.0,2,2.1,0.0,10.0,10.0,3.92,10.0,1.0,9.0
6076,1.0,2,3.216,1.0,9.0,10.0,0.35,10.0,1.0,8.0
6583,1.0,2,1.752,1.0,8.0,10.0,1.87,10.0,1.0,9.0
5208,1.0,5,2.72,3.0,9.0,10.0,0.78,10.0,5.0,10.0
7242,1.0,2,1.308,1.0,9.0,10.0,1.89,10.0,2.0,9.0
10727,1.0,2,2.984,1.0,9.0,8.0,1.0,8.0,1.0,8.0
2904,1.0,2,1.155,1.0,10.0,10.0,1.14,10.0,1.0,9.0
7155,2.5,5,1.447,3.0,10.0,10.0,3.45,10.0,4.0,9.0
12154,1.0,2,2.371,1.0,9.0,9.0,0.88,8.0,2.0,9.0
7856,1.0,2,2.294,1.0,10.0,10.0,0.53,10.0,1.0,10.0
2101,1.0,1,0.832,1.0,10.0,10.0,0.87,10.0,1.0,10.0
4083,1.0,2,2.312,1.0,9.0,10.0,1.07,10.0,1.0,9.0
7522,1.5,4,2.686,2.0,10.0,10.0,0.98,10.0,5.0,10.0
13321,1.0,4,6.657,2.0,10.0,10.0,0.84,10.0,4.0,10.0
1810,1.0,2,0.826,1.0,10.0,10.0,2.43,10.0,1.0,9.0
1584,1.0,4,0.593,1.0,10.0,10.0,0.86,10.0,2.0,9.0
2766,1.0,2,0.565,1.0,10.0,10.0,0.19,8.0,1.0,8.0
3018,1.0,2,3.296,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9649,1.0,4,3.527,2.0,10.0,10.0,0.22,10.0,2.0,10.0
1923,1.0,4,1.049,2.0,10.0,10.0,2.42,10.0,2.0,10.0
11959,1.0,2,2.073,1.0,9.0,9.0,2.14,9.0,1.0,10.0
5976,1.0,2,3.307,1.0,9.0,9.0,3.24,9.0,1.0,9.0
8203,1.0,2,1.751,1.0,10.0,8.0,1.22,8.0,1.0,9.0
11055,1.0,2,2.834,1.0,4.0,10.0,0.27,10.0,1.0,8.0
6172,1.0,2,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4779,2.0,4,1.167,4.0,9.0,10.0,1.3,10.0,4.0,9.0
