,bathrooms,accommodates,distance_to_dam,bedrooms,review_scores_location,review_scores_communication,reviews_per_month,review_scores_checkin,beds,review_scores_value
9795,1.0,2,4.231,1.0,8.0,10.0,0.52,10.0,2.0,8.0
3050,1.5,4,3.442,2.0,0.0,0.0,0.0,0.0,3.0,0.0
4172,1.0,4,1.468,3.0,10.0,9.0,4.93,9.0,3.0,9.0
9040,1.0,3,3.437,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8735,1.0,2,2.473,1.0,8.0,8.0,0.09,8.0,1.0,4.0
8040,1.0,2,1.836,1.0,10.0,10.0,1.88,10.0,2.0,10.0
11244,1.0,4,1.963,2.0,0.0,0.0,0.0,0.0,4.0,0.0
1360,1.0,2,0.318,1.0,10.0,10.0,1.94,10.0,1.0,9.0
6808,1.0,2,1.39,1.0,0.0,0.0,0.0,0.0,2.0,0.0
322,1.5,4,3.418,3.0,0.0,0.0,0.0,0.0,4.0,0.0
3555,1.0,2,3.267,1.0,10.0,10.0,1.0,10.0,1.0,8.0
13339,1.0,4,4.111,1.0,8.0,10.0,1.39,10.0,2.0,9.0
2056,1.0,2,0.435,1.0,10.0,10.0,0.62,9.0,1.0,9.0
13569,1.0,7,3.687,3.0,7.0,10.0,0.31,9.0,3.0,7.0
13583,2.0,3,4.155,1.0,9.0,10.0,2.0,10.0,2.0,10.0
732,1.0,3,3.977,3.0,0.0,0.0,0.0,0.0,3.0,0.0
6873,1.0,2,1.333,1.0,0.0,0.0,0.0,0.0,2.0,0.0
7260,1.0,2,6.924,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5211,1.0,4,2.045,2.0,9.0,9.0,3.75,9.0,5.0,8.0
4073,1.0,4,1.494,2.0,10.0,8.0,2.12,9.0,2.0,7.0
4336,1.0,4,1.237,2.0,10.0,10.0,1.68,10.0,2.0,9.0
12271,1.0,4,1.337,2.0,10.0,10.0,1.54,9.0,2.0,8.0
9223,1.0,4,2.172,1.0,0.0,0.0,0.0,0.0,2.0,0.0
5786,1.0,4,2.173,2.0,10.0,10.0,1.29,10.0,2.0,9.0
6690,1.0,3,1.681,1.0,9.0,10.0,1.32,10.0,1.0,9.0
1202,1.0,2,0.801,0.0,10.0,9.0,4.85,10.0,3.0,9.0
6893,1.5,2,2.215,1.0,9.0,10.0,0.22,9.0,1.0,10.0
3800,1.0,4,2.079,1.0,10.0,10.0,0.49,10.0,2.0,9.0
10667,1.0,2,1.641,1.0,10.0,10.0,0.77,10.0,1.0,9.0
501,1.0,2,1.72,1.0,8.0,10.0,0.34,9.0,1.0,8.0
2179,1.5,4,0.827,2.0,0.0,0.0,0.0,0.0,2.0,0.0
3055,1.0,2,3.077,1.0,9.0,9.0,1.24,10.0,1.0,8.0
6587,1.0,2,1.877,1.0,9.0,9.0,1.92,9.0,1.0,7.0
7099,1.0,2,2.176,1.0,9.0,9.0,0.38,10.0,1.0,10.0
12531,1.0,2,1.454,1.0,9.0,10.0,1.06,10.0,1.0,9.0
13336,1.0,4,5.528,2.0,8.0,10.0,0.09,10.0,2.0,10.0
2806,1.0,2,0.643,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5720,1.0,5,2.32,2.0,9.0,9.0,1.69,9.0,4.0,8.0
3040,1.0,4,3.273,2.0,7.0,10.0,0.14,10.0,2.0,8.0
1509,1.0,2,1.181,1.0,10.0,10.0,0.46,10.0,1.0,9.0
3247,1.0,3,3.722,1.0,8.0,9.0,0.33,10.0,1.0,9.0
12729,1.0,4,3.043,3.0,0.0,0.0,0.0,0.0,3.0,0.0
10810,1.0,4,2.161,2.0,10.0,10.0,0.43,10.0,4.0,10.0
4234,1.0,2,0.669,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4593,1.0,4,1.151,2.0,10.0,10.0,2.23,9.0,2.0,9.0
4096,1.0,5,0.558,1.0,10.0,10.0,1.14,10.0,4.0,9.0
3461,1.0,4,4.066,3.0,10.0,10.0,0.48,10.0,3.0,10.0
6461,1.0,4,2.345,2.0,10.0,10.0,2.0,10.0,3.0,10.0
2924,1.0,3,0.179,1.0,10.0,10.0,0.49,10.0,1.0,10.0
7527,1.0,2,3.309,1.0,9.0,9.0,0.21,9.0,1.0,6.0
830,1.5,4,6.245,3.0,9.0,10.0,0.52,10.0,4.0,9.0
11810,1.0,6,2.333,4.0,9.0,10.0,0.14,10.0,6.0,10.0
3166,1.5,4,3.573,2.0,10.0,10.0,0.53,10.0,2.0,10.0
2227,1.0,3,0.889,1.0,10.0,10.0,3.29,9.0,1.0,9.0
8445,1.5,8,2.638,3.0,9.0,10.0,3.91,10.0,6.0,9.0
12573,1.0,2,2.469,1.0,10.0,10.0,0.44,10.0,1.0,10.0
6386,1.0,4,1.919,2.0,9.0,10.0,0.35,10.0,4.0,10.0
10440,1.0,2,2.506,1.0,10.0,10.0,3.0,10.0,1.0,10.0
5923,1.0,4,3.177,2.0,9.0,10.0,0.49,10.0,2.0,9.0
4867,1.0,2,1.655,1.0,10.0,10.0,3.51,10.0,1.0,9.0
6375,1.0,2,1.749,1.0,9.0,10.0,1.91,10.0,1.0,9.0
11337,1.5,2,1.511,1.0,10.0,10.0,3.27,10.0,1.0,9.0
6677,1.0,4,1.969,2.0,9.0,10.0,0.87,10.0,2.0,10.0
2113,1.0,2,1.184,1.0,9.0,10.0,0.75,10.0,1.0,8.0
10117,1.0,2,2.139,1.0,10.0,10.0,0.16,10.0,1.0,10.0
2288,1.0,6,0.41,3.0,0.0,0.0,0.0,0.0,6.0,0.0
7137,1.0,4,2.13,2.0,10.0,10.0,0.94,10.0,2.0,10.0
309,1.0,2,5.066,1.0,8.0,9.0,1.32,9.0,1.0,9.0
775,1.0,3,3.007,1.0,10.0,10.0,0.2,10.0,1.0,10.0
13177,1.0,2,3.045,1.0,9.0,10.0,0.35,9.0,1.0,9.0
3096,1.5,5,2.896,1.0,0.0,0.0,0.0,0.0,5.0,0.0
4524,1.0,2,1.186,1.0,10.0,10.0,1.98,10.0,1.0,10.0
4948,1.0,2,1.301,1.0,9.0,9.0,2.59,9.0,1.0,9.0
5008,1.0,2,2.002,1.0,0.0,0.0,0.0,0.0,1.0,0.0
13019,1.0,2,3.024,1.0,9.0,9.0,1.67,9.0,1.0,9.0
9606,1.5,6,4.193,3.0,8.0,10.0,0.65,9.0,5.0,8.0
5804,1.0,8,3.806,3.0,9.0,10.0,0.14,10.0,4.0,9.0
6477,1.0,2,2.376,1.0,10.0,10.0,0.32,10.0,1.0,9.0
3069,1.5,4,3.246,1.0,9.0,10.0,0.66,9.0,3.0,9.0
3158,1.0,4,3.403,2.0,10.0,10.0,0.42,10.0,3.0,9.0
1537,1.0,2,0.832,1.0,10.0,10.0,1.03,9.0,1.0,10.0
6294,1.0,2,2.141,1.0,0.0,0.0,0.0,0.0,1.0,0.0
13810,1.0,6,7.454,4.0,0.0,0.0,0.0,0.0,6.0,0.0
3353,1.0,2,3.176,1.0,9.0,10.0,0.2,10.0,1.0,10.0
8885,1.0,2,3.203,1.0,9.0,10.0,1.56,10.0,1.0,10.0
5799,1.0,2,2.965,1.0,0.0,0.0,0.0,0.0,1.0,0.0
10491,1.5,6,1.476,3.0,10.0,10.0,0.78,10.0,4.0,9.0
649,3.5,3,3.036,1.0,9.0,9.0,0.64,7.0,3.0,9.0
4387,1.0,3,1.236,2.0,0.0,0.0,0.0,0.0,2.0,0.0
3898,1.0,2,0.626,0.0,10.0,10.0,1.0,10.0,1.0,8.0
13540,1.0,2,4.27,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8776,1.0,2,2.457,1.0,10.0,10.0,1.0,10.0,1.0,10.0
1891,1.0,2,0.881,1.0,10.0,10.0,1.11,10.0,2.0,9.0
5088,1.0,2,2.663,1.0,9.0,10.0,0.56,10.0,2.0,10.0
11091,1.0,4,2.938,2.0,10.0,10.0,1.26,10.0,2.0,10.0
10937,1.0,2,2.09,1.0,9.0,10.0,4.58,10.0,1.0,9.0
4297,2.0,4,0.566,2.0,10.0,10.0,6.0,10.0,3.0,9.0
2871,2.0,4,1.137,3.0,9.0,10.0,0.77,10.0,4.0,9.0
4614,1.0,2,2.205,0.0,0.0,0.0,0.0,0.0,3.0,0.0
5508,1.0,2,2.787,0.0,9.0,10.0,2.78,10.0,1.0,10.0
3379,1.0,4,3.21,2.0,8.0,8.0,0.7,8.0,4.0,7.0
11433,1.0,2,1.973,1.0,10.0,10.0,0.66,10.0,2.0,10.0
2110,1.0,2,0.929,1.0,10.0,9.0,5.18,9.0,1.0,9.0
13081,1.0,2,2.479,1.0,10.0,10.0,2.0,10.0,1.0,10.0
8019,1.0,4,2.702,2.0,9.0,7.0,0.6,6.0,2.0,5.0
1213,0.0,2,0.513,1.0,10.0,10.0,0.02,10.0,1.0,8.0
5267,1.0,2,2.219,2.0,10.0,10.0,0.65,10.0,1.0,10.0
2307,1.0,2,0.218,1.0,10.0,10.0,1.2,10.0,1.0,9.0
5281,1.0,3,1.892,2.0,9.0,10.0,2.61,10.0,1.0,9.0
5247,1.0,2,2.809,1.0,9.0,10.0,0.62,10.0,1.0,10.0
13275,1.0,2,3.963,1.0,8.0,10.0,0.17,10.0,1.0,9.0
9942,1.5,4,3.659,2.0,0.0,0.0,0.0,0.0,2.0,0.0
6284,1.0,3,2.691,1.0,9.0,10.0,3.55,10.0,2.0,9.0
4458,1.0,2,0.971,2.0,0.0,0.0,0.0,0.0,2.0,0.0
10549,1.0,5,2.093,2.0,10.0,10.0,1.51,10.0,5.0,9.0
521,1.5,5,2.66,3.0,9.0,10.0,2.9,10.0,4.0,9.0
581,1.0,2,2.477,1.0,9.0,10.0,2.9,10.0,1.0,9.0
10279,1.0,2,2.969,1.0,8.0,10.0,0.81,10.0,1.0,10.0
1676,1.0,3,1.013,1.0,10.0,10.0,2.04,10.0,1.0,9.0
10303,1.0,4,2.917,2.0,10.0,10.0,1.0,10.0,2.0,10.0
13185,1.0,2,3.274,0.0,9.0,10.0,4.86,9.0,1.0,10.0
10385,1.0,2,2.952,1.0,9.0,10.0,1.02,10.0,1.0,9.0
1283,1.0,2,0.51,1.0,10.0,10.0,1.86,10.0,1.0,9.0
4177,1.0,2,1.403,1.0,10.0,10.0,1.2,10.0,1.0,10.0
2708,1.0,6,0.696,1.0,10.0,10.0,1.36,10.0,1.0,9.0
13819,1.0,4,7.035,4.0,10.0,10.0,0.44,10.0,5.0,10.0
13137,1.0,2,2.894,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9653,1.5,4,2.3,2.0,9.0,9.0,0.61,9.0,2.0,9.0
10197,1.0,2,2.769,1.0,9.0,10.0,1.07,9.0,1.0,9.0
8555,1.5,4,2.603,1.0,9.0,10.0,1.74,10.0,2.0,9.0
13160,1.0,4,2.586,2.0,9.0,9.0,3.75,9.0,2.0,9.0
7772,1.0,1,3.84,1.0,9.0,10.0,0.43,10.0,2.0,9.0
12612,1.0,3,3.31,1.0,8.0,9.0,3.59,9.0,1.0,9.0
11553,2.0,4,1.909,3.0,9.0,10.0,6.75,10.0,4.0,9.0
12377,1.0,4,1.993,1.0,9.0,10.0,3.79,9.0,2.0,9.0
13388,1.0,4,3.802,2.0,8.0,9.0,1.38,9.0,2.0,9.0
5561,1.0,3,2.165,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8695,1.0,2,2.338,1.0,10.0,10.0,5.65,10.0,1.0,10.0
2930,1.0,2,0.957,1.0,10.0,9.0,5.06,10.0,2.0,9.0
7141,1.0,4,1.692,2.0,9.0,10.0,0.38,10.0,2.0,9.0
11811,1.0,2,2.88,1.0,10.0,10.0,0.14,10.0,1.0,8.0
4331,1.0,2,1.842,1.0,0.0,0.0,1.0,0.0,1.0,0.0
11317,1.0,2,1.554,1.0,10.0,10.0,0.09,10.0,1.0,10.0
12551,1.0,3,3.35,0.0,10.0,10.0,0.58,10.0,2.0,10.0
8728,1.0,2,2.124,1.0,10.0,10.0,0.29,10.0,1.0,10.0
5546,1.0,2,2.75,1.0,9.0,10.0,0.18,10.0,1.0,9.0
13838,1.0,2,6.825,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4109,1.0,6,0.775,3.0,10.0,9.0,0.68,9.0,4.0,8.0
469,1.0,2,2.263,1.0,0.0,0.0,0.0,0.0,1.0,0.0
10585,1.0,3,2.903,1.0,10.0,10.0,1.06,10.0,2.0,10.0
4684,1.0,4,0.465,2.0,10.0,10.0,5.73,10.0,2.0,9.0
13278,1.5,3,6.285,1.0,8.0,9.0,4.27,9.0,1.0,9.0
12416,1.0,3,1.85,1.0,10.0,10.0,0.28,10.0,2.0,9.0
12806,0.5,2,2.785,1.0,6.0,8.0,0.13,2.0,1.0,6.0
11998,1.0,2,2.298,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2427,2.0,4,1.062,3.0,10.0,10.0,0.58,9.0,3.0,8.0
6026,1.0,3,4.071,1.0,9.0,10.0,4.0,10.0,2.0,9.0
13454,1.0,4,3.793,4.0,9.0,10.0,0.11,10.0,3.0,9.0
7174,2.0,5,1.447,3.0,0.0,0.0,0.0,0.0,3.0,0.0
3082,1.0,2,3.134,1.0,10.0,10.0,0.18,10.0,1.0,10.0
13014,1.0,2,3.368,1.0,0.0,0.0,0.0,0.0,1.0,0.0
13077,1.0,3,3.17,2.0,0.0,0.0,0.0,0.0,2.0,0.0
5244,1.0,2,2.198,1.0,9.0,10.0,1.86,9.0,1.0,9.0
3545,1.0,2,2.859,0.0,9.0,10.0,2.91,10.0,1.0,9.0
4923,1.0,2,1.456,2.0,10.0,10.0,0.32,10.0,2.0,9.0
2318,1.0,2,1.176,1.0,10.0,10.0,0.56,10.0,1.0,9.0
11743,1.0,4,1.781,1.0,10.0,9.0,0.89,9.0,1.0,8.0
2378,1.5,4,0.878,2.0,10.0,10.0,2.79,10.0,2.0,9.0
1279,1.0,2,0.176,1.0,10.0,10.0,5.63,10.0,1.0,9.0
6240,1.0,2,1.832,1.0,8.0,10.0,0.57,10.0,1.0,10.0
5757,1.5,2,1.895,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6407,1.0,3,1.419,2.0,10.0,10.0,1.27,10.0,4.0,10.0
11805,1.0,2,2.944,1.0,10.0,10.0,1.55,10.0,1.0,10.0
1471,1.0,2,0.796,1.0,10.0,10.0,0.09,10.0,1.0,9.0
9240,1.0,3,3.607,0.0,9.0,9.0,0.92,9.0,3.0,9.0
11656,1.0,2,1.876,1.0,9.0,10.0,1.16,10.0,1.0,9.0
13004,1.0,2,3.421,0.0,8.0,10.0,1.12,10.0,1.0,9.0
7720,1.0,2,2.363,1.0,0.0,0.0,0.0,0.0,2.0,0.0
3062,1.0,3,3.711,2.0,10.0,10.0,0.37,10.0,2.0,10.0
3302,1.0,2,3.548,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7112,1.0,2,2.192,1.0,9.0,10.0,2.1,10.0,1.0,10.0
6483,1.0,2,1.24,1.0,9.0,9.0,0.18,10.0,1.0,9.0
6217,1.0,2,9.453,1.0,8.0,9.0,4.13,9.0,1.0,9.0
12629,1.0,2,3.695,1.0,10.0,10.0,0.11,10.0,1.0,10.0
4437,1.0,2,1.117,1.0,0.0,0.0,0.0,0.0,1.0,0.0
10574,1.0,2,2.619,1.0,10.0,10.0,0.79,10.0,1.0,10.0
2638,1.0,2,0.893,1.0,10.0,10.0,3.29,10.0,1.0,9.0
8907,1.5,2,2.056,1.0,10.0,10.0,0.34,10.0,2.0,9.0
1613,1.0,4,0.455,2.0,10.0,10.0,4.55,10.0,2.0,10.0
5307,1.0,2,2.272,1.0,10.0,10.0,0.31,10.0,1.0,8.0
9404,2.5,4,3.107,3.0,9.0,10.0,1.68,10.0,4.0,9.0
6355,1.0,3,2.016,2.0,8.0,9.0,0.32,9.0,3.0,9.0
10734,1.0,4,1.517,1.0,0.0,0.0,0.0,0.0,2.0,0.0
7803,1.0,2,2.528,1.0,9.0,10.0,0.31,10.0,1.0,9.0
1324,1.0,8,0.079,4.0,10.0,10.0,0.93,10.0,4.0,9.0
5460,1.5,4,1.884,2.0,0.0,0.0,0.19,0.0,4.0,0.0
12884,1.0,4,3.054,0.0,8.0,9.0,2.13,9.0,2.0,8.0
11588,1.0,2,1.526,1.0,10.0,10.0,0.83,10.0,1.0,10.0
11086,1.5,4,1.843,2.0,0.0,0.0,0.0,0.0,2.0,0.0
10679,1.0,2,2.057,1.0,8.0,8.0,0.15,6.0,1.0,6.0
5608,1.5,3,2.378,1.0,10.0,10.0,1.24,10.0,2.0,10.0
8279,1.0,2,3.235,1.0,0.0,0.0,0.0,0.0,2.0,0.0
1508,1.0,2,0.198,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8544,1.0,2,2.853,1.0,0.0,0.0,0.0,0.0,1.0,0.0
10822,1.0,2,2.883,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2700,1.5,2,0.544,1.0,10.0,10.0,3.69,10.0,2.0,9.0
5179,1.0,1,2.616,1.0,8.0,9.0,0.27,9.0,1.0,10.0
459,1.0,4,2.607,3.0,8.0,9.0,0.44,9.0,4.0,9.0
3402,1.0,3,3.727,1.0,8.0,10.0,1.6,9.0,2.0,9.0
938,1.0,2,7.458,1.0,10.0,10.0,2.0,10.0,2.0,10.0
983,1.0,4,8.491,2.0,0.0,0.0,1.0,0.0,3.0,0.0
10493,1.5,4,2.387,3.0,10.0,10.0,4.62,10.0,4.0,9.0
4379,1.0,2,0.881,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9822,2.0,2,3.335,1.0,10.0,10.0,1.76,10.0,1.0,10.0
2534,1.0,1,0.301,1.0,10.0,10.0,4.23,10.0,1.0,9.0
10266,1.0,3,2.97,2.0,9.0,10.0,0.4,10.0,2.0,9.0
13465,1.0,3,4.175,2.0,9.0,10.0,0.27,10.0,2.0,9.0
493,1.0,5,4.033,2.0,9.0,10.0,3.47,10.0,5.0,9.0
13564,1.5,2,4.288,1.0,9.0,10.0,1.88,10.0,1.0,9.0
6188,1.0,1,9.302,1.0,8.0,10.0,2.0,10.0,1.0,10.0
3415,1.0,6,3.039,2.0,9.0,9.0,2.83,9.0,3.0,9.0
4735,1.0,3,1.418,1.0,9.0,9.0,2.0,9.0,2.0,8.0
12765,1.5,2,3.156,1.0,8.0,8.0,0.05,8.0,1.0,8.0
6844,0.5,2,1.416,1.0,0.0,0.0,0.0,0.0,1.0,0.0
10648,1.5,3,2.495,2.0,0.0,0.0,0.0,0.0,2.0,0.0
6416,1.0,4,1.758,2.0,9.0,9.0,0.84,9.0,4.0,9.0
133,1.0,4,7.293,2.0,0.0,0.0,0.0,0.0,3.0,0.0
1934,1.0,2,1.603,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4567,1.5,4,0.727,0.0,10.0,10.0,4.57,10.0,1.0,9.0
9256,1.0,2,3.224,1.0,0.0,0.0,0.0,0.0,1.0,0.0
13364,1.0,2,4.039,1.0,0.0,0.0,0.0,0.0,2.0,0.0
279,2.0,6,3.616,3.0,9.0,10.0,0.32,10.0,3.0,9.0
11860,1.0,4,2.184,1.0,10.0,10.0,4.13,10.0,3.0,10.0
9576,1.0,4,2.385,1.0,10.0,10.0,0.67,10.0,2.0,10.0
9597,1.0,2,3.233,1.0,10.0,10.0,1.2,10.0,1.0,10.0
8401,1.0,2,3.027,1.0,9.0,9.0,0.29,9.0,1.0,9.0
5900,2.0,4,3.803,3.0,0.0,0.0,0.0,0.0,4.0,0.0
3684,1.0,4,1.393,1.0,9.0,9.0,5.17,9.0,2.0,8.0
7443,1.0,2,2.183,1.0,10.0,10.0,0.13,10.0,1.0,10.0
10636,1.0,8,2.405,4.0,10.0,10.0,1.67,10.0,4.0,10.0
3380,1.0,2,3.699,2.0,8.0,10.0,0.71,10.0,1.0,9.0
11534,1.0,4,2.34,2.0,10.0,10.0,0.6,10.0,2.0,9.0
5512,1.0,4,2.18,1.0,9.0,9.0,0.17,10.0,2.0,9.0
1304,1.0,2,0.52,1.0,10.0,10.0,0.66,10.0,1.0,10.0
12654,1.0,4,3.65,2.0,8.0,10.0,0.31,10.0,4.0,9.0
8790,1.0,2,2.19,1.0,10.0,10.0,0.57,10.0,1.0,10.0
9125,1.0,4,4.784,2.0,10.0,9.0,0.18,9.0,2.0,10.0
4804,1.0,2,2.086,0.0,10.0,10.0,0.22,10.0,1.0,10.0
12220,1.0,2,2.365,1.0,0.0,0.0,0.09,0.0,1.0,0.0
12123,1.0,1,1.946,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8328,1.0,2,2.344,1.0,10.0,10.0,0.17,10.0,1.0,10.0
3921,1.0,3,1.093,2.0,10.0,10.0,1.45,10.0,2.0,10.0
10263,1.0,6,2.449,1.0,0.0,0.0,0.0,0.0,6.0,0.0
8627,1.0,2,2.583,1.0,10.0,10.0,0.11,10.0,1.0,10.0
783,2.0,2,3.115,1.0,9.0,9.0,3.71,9.0,2.0,9.0
13338,1.0,2,4.067,1.0,8.0,9.0,1.24,10.0,1.0,9.0
4333,1.0,2,1.28,1.0,0.0,0.0,0.0,0.0,2.0,0.0
6859,1.0,4,1.912,1.0,9.0,9.0,1.19,9.0,2.0,8.0
7149,1.0,3,1.294,1.0,10.0,10.0,1.05,10.0,2.0,9.0
2108,1.0,2,1.096,1.0,10.0,10.0,0.06,10.0,1.0,8.0
5319,1.5,4,2.699,2.0,0.0,0.0,1.0,0.0,2.0,0.0
1404,1.0,2,0.83,1.0,10.0,10.0,1.26,10.0,1.0,9.0
380,1.0,2,5.697,1.0,10.0,10.0,2.79,10.0,1.0,10.0
4001,1.0,2,1.03,1.0,10.0,9.0,0.18,9.0,1.0,9.0
3246,1.0,2,2.766,1.0,10.0,10.0,0.31,10.0,1.0,10.0
12413,1.0,2,2.827,2.0,0.0,0.0,0.0,0.0,1.0,0.0
13002,1.0,3,2.577,1.0,9.0,10.0,0.32,10.0,2.0,9.0
1836,1.5,4,0.977,2.0,10.0,10.0,1.77,10.0,2.0,9.0
7784,1.5,4,2.007,2.0,10.0,9.0,3.83,9.0,3.0,9.0
367,1.0,2,5.389,1.0,9.0,10.0,2.14,10.0,1.0,9.0
13146,1.0,3,3.359,1.0,8.0,4.0,1.0,8.0,1.0,2.0
10415,1.0,2,2.509,1.0,9.0,10.0,0.5,10.0,1.0,9.0
37,1.0,4,8.085,2.0,0.0,0.0,0.0,0.0,4.0,0.0
13206,1.0,1,3.772,1.0,4.0,5.0,1.09,5.0,1.0,5.0
9637,1.5,4,4.015,2.0,8.0,9.0,1.19,10.0,2.0,9.0
2591,1.5,2,1.34,1.0,10.0,9.0,1.71,10.0,1.0,10.0
13832,1.0,6,7.601,3.0,9.0,10.0,0.8,10.0,6.0,9.0
2033,1.0,2,0.877,1.0,10.0,10.0,0.32,10.0,1.0,9.0
6744,1.0,3,1.776,2.0,9.0,10.0,1.72,9.0,3.0,9.0
11219,1.0,2,2.402,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3891,1.0,4,1.136,2.0,10.0,10.0,0.71,10.0,2.0,9.0
11465,1.0,2,2.363,1.0,10.0,10.0,1.0,10.0,1.0,10.0
6856,1.0,4,1.598,1.0,9.0,9.0,0.9,9.0,2.0,9.0
7680,2.5,7,3.652,4.0,10.0,10.0,1.0,10.0,5.0,10.0
11501,1.0,2,2.87,1.0,10.0,8.0,0.32,8.0,1.0,9.0
12538,1.0,2,2.793,1.0,9.0,10.0,0.21,10.0,1.0,9.0
8738,1.0,4,2.827,3.0,10.0,10.0,1.02,10.0,3.0,8.0
1243,1.0,2,0.425,1.0,10.0,10.0,0.1,10.0,1.0,10.0
11085,1.0,2,2.52,0.0,10.0,10.0,1.56,10.0,1.0,10.0
6569,1.0,4,2.086,2.0,9.0,10.0,1.25,10.0,3.0,9.0
9123,1.0,2,2.401,1.0,10.0,10.0,0.98,10.0,1.0,10.0
12607,1.0,4,2.785,3.0,9.0,10.0,0.35,10.0,4.0,10.0
11237,1.0,2,1.527,1.0,10.0,10.0,2.61,10.0,1.0,10.0
5482,1.5,2,2.0,1.0,9.0,10.0,0.48,10.0,1.0,9.0
2799,1.5,4,0.99,2.0,10.0,10.0,0.72,8.0,2.0,9.0
4694,1.0,2,1.474,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6472,1.0,4,1.975,1.0,9.0,10.0,0.8,10.0,2.0,9.0
13055,1.0,4,3.066,1.0,10.0,10.0,0.34,10.0,4.0,9.0
528,1.0,2,1.814,1.0,10.0,10.0,5.27,10.0,3.0,10.0
3126,1.0,2,3.355,1.0,9.0,10.0,2.09,10.0,1.0,9.0
6342,1.0,2,1.383,1.0,0.0,0.0,0.0,0.0,2.0,0.0
3880,1.0,2,0.574,2.0,10.0,10.0,3.15,10.0,2.0,9.0
5442,1.0,4,2.976,2.0,0.0,0.0,0.0,0.0,2.0,0.0
12243,1.0,2,1.987,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7926,1.0,4,3.55,3.0,9.0,10.0,1.15,10.0,3.0,9.0
958,1.0,6,4.571,2.0,9.0,9.0,2.16,9.0,3.0,9.0
11548,1.0,3,1.58,1.0,8.0,10.0,0.29,10.0,3.0,8.0
7129,1.0,3,1.801,1.0,9.0,10.0,1.29,10.0,2.0,9.0
400,1.0,2,5.473,0.0,9.0,10.0,0.81,10.0,1.0,9.0
9242,1.5,2,2.391,1.0,10.0,10.0,0.44,10.0,1.0,10.0
10236,1.0,3,2.965,1.0,9.0,10.0,0.3,10.0,2.0,10.0
9885,1.0,4,2.225,2.0,10.0,10.0,1.0,10.0,2.0,8.0
1802,1.0,4,0.723,2.0,10.0,10.0,4.98,10.0,2.0,9.0
12406,1.0,2,1.273,1.0,10.0,10.0,0.64,10.0,1.0,9.0
4293,1.0,2,0.802,1.0,10.0,9.0,1.22,9.0,1.0,9.0
3712,1.0,2,1.574,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1846,1.0,4,0.319,2.0,10.0,10.0,1.35,10.0,2.0,10.0
223,2.0,6,5.728,3.0,10.0,10.0,0.13,10.0,3.0,10.0
11174,1.0,2,1.472,1.0,10.0,10.0,0.47,10.0,1.0,9.0
12450,1.0,2,1.454,1.0,10.0,10.0,1.28,10.0,1.0,10.0
4493,1.0,2,0.961,1.0,10.0,10.0,6.66,9.0,1.0,9.0
3734,1.5,4,1.876,1.0,9.0,10.0,3.71,10.0,2.0,9.0
2978,1.0,4,3.609,3.0,9.0,10.0,0.56,10.0,6.0,9.0
13139,1.0,4,2.337,2.0,9.0,10.0,0.19,10.0,2.0,9.0
7621,1.0,4,3.189,2.0,0.0,0.0,0.0,0.0,2.0,0.0
4134,1.0,2,1.52,1.0,10.0,10.0,1.0,10.0,1.0,8.0
2837,1.0,2,0.622,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1771,1.0,2,0.492,1.0,10.0,10.0,0.84,10.0,1.0,9.0
9077,1.5,4,1.614,2.0,10.0,10.0,1.4,9.0,4.0,9.0
10945,1.0,4,2.437,2.0,10.0,10.0,2.43,10.0,2.0,10.0
3789,1.0,2,1.416,1.0,10.0,10.0,10.12,10.0,1.0,10.0
5100,1.0,3,2.3,1.0,9.0,10.0,3.11,9.0,1.0,8.0
602,3.5,4,3.486,3.0,8.0,10.0,0.18,10.0,4.0,8.0
8788,1.0,2,1.662,1.0,10.0,10.0,0.63,10.0,1.0,9.0
5439,1.0,4,2.441,1.0,0.0,0.0,0.0,0.0,3.0,0.0
8604,1.0,1,2.283,1.0,10.0,10.0,2.55,9.0,1.0,9.0
1658,1.0,2,0.652,1.0,9.0,10.0,5.5,9.0,1.0,9.0
8810,1.0,2,2.309,0.0,10.0,10.0,1.97,10.0,2.0,9.0
1441,1.0,4,0.4,1.0,10.0,9.0,1.45,9.0,2.0,8.0
10651,1.0,2,2.665,1.0,0.0,0.0,0.0,0.0,1.0,0.0
